DEP,DEPNOMBRE,MUN,MUNNOMBRE,total_votos_v1,pct_gomez_v1,pct_fico_v1,pct_petro_v1,pct_ingrid_v1,pct_johnmilton_v1,pct_luisperez_v1,pct_rodolfo_v1,pct_fajardo_v1,ganador_v1,pct_petro_v2,pct_rodolfo_v2,gano_petro,margen_victoria,total_votos_v2,cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
12,CESAR,300,CHIMICHAGUA,10294,0.24,32.39,39.1,0.02,2.25,0.05,23.0,1.3,petro,44.65,53.54,0,-8.89,11796,12300,,,,,,,,,,,
12,CESAR,375,CHIRIGUANA,11063,0.19,18.05,55.1,0.03,0.6,0.02,23.02,0.97,petro,61.6,36.46,1,25.14,12887,12375,,,,,,,,,,,
12,CESAR,410,EL COPEY,11650,0.15,20.6,59.56,0.04,1.02,,15.57,0.96,petro,66.97,31.15,1,35.82,13113,12410,,,,,,,,,,,
12,CESAR,415,EL PASO,13662,0.21,10.39,66.84,0.03,1.25,0.01,17.8,0.86,petro,74.66,23.53,1,51.13,14784,12415,,,,,,,,,,,
12,CESAR,450,GAMARRA,5879,0.24,15.75,25.91,,1.39,0.05,54.07,1.12,rodolfo,32.22,66.31,0,-34.09,6433,12450,,,,,,,,,,,
12,CESAR,525,GONZALEZ,2357,0.47,11.96,18.12,0.04,0.04,,66.1,1.15,rodolfo,24.22,73.88,0,-49.66,2580,12525,,,,,,,,,,,
12,CESAR,600,LA GLORIA,5976,0.13,21.05,34.29,0.03,1.89,0.07,39.83,0.82,rodolfo,40.99,57.16,0,-16.17,6568,12600,,,,,,,,,,,
12,CESAR,608,LA JAGUA DE IBIRICO,16006,0.16,10.08,59.87,0.02,3.4,0.03,22.45,1.11,petro,70.22,26.87,1,43.35,17379,12608,,,,,,,,,,,
12,CESAR,625,MANAURE BALCON DEL CESAR (MANA,4652,0.34,20.08,45.89,0.02,0.95,0.06,28.93,1.42,petro,53.77,43.93,1,9.84,5174,12625,,,,,,,,,,,
12,CESAR,650,PAILITAS,7942,0.13,7.82,33.87,0.06,6.91,,48.45,1.01,rodolfo,41.05,56.82,0,-15.77,8750,12650,,,,,,,,,,,
12,CESAR,700,PELAYA,8033,0.2,10.02,22.16,0.05,1.58,0.06,63.61,0.62,rodolfo,26.99,71.36,0,-44.37,8869,12700,,,,,,,,,,,
12,CESAR,720,PUEBLO BELLO,7225,0.32,14.59,46.23,0.19,2.02,0.08,32.71,1.48,petro,57.68,39.46,1,18.22,9514,12720,,,,,,,,,,,
12,CESAR,750,RIO DE ORO,8989,0.24,14.05,21.82,,1.01,0.01,59.44,1.3,rodolfo,29.2,68.2,0,-39.0,9811,12750,,,,,,,,,,,
12,CESAR,800,SAN ALBERTO,11491,0.22,5.87,28.2,0.03,1.33,0.01,61.88,0.63,rodolfo,35.04,62.92,0,-27.88,11669,12800,,,,,,,,,,,
12,CESAR,825,LA PAZ,10169,0.18,28.58,33.41,0.05,1.42,0.04,33.09,1.35,petro,41.09,56.76,0,-15.67,11398,12825,,,,,,,,,,,
12,CESAR,850,SAN DIEGO,7655,0.09,28.62,39.88,0.01,1.14,0.03,26.54,1.21,petro,47.09,50.51,0,-3.42,8577,12850,,,,,,,,,,,
12,CESAR,875,SAN MARTIN,11689,0.16,6.9,26.02,0.03,1.87,0.02,61.44,0.86,rodolfo,34.06,63.29,0,-29.23,11622,12875,,,,,,,,,,,
12,CESAR,900,TAMALAMEQUE,4818,0.23,18.29,47.43,0.04,1.74,0.02,29.56,1.25,petro,52.0,46.68,1,5.32,5754,12900,,,,,,,,,,,
13,CORDOBA,1,MONTERIA,173364,0.13,30.4,46.84,0.03,1.06,0.02,17.19,1.94,petro,57.14,40.08,1,17.06,195316,13001,Cartagena,93.67,86.83,5.16,75.34,12.12,35.83,20.52,11.49,19.9,974086.0
13,CORDOBA,4,AYAPEL,13000,0.24,33.33,45.69,0.03,1.1,0.05,15.52,1.55,petro,53.34,44.02,1,9.32,14930,13004,,,,,,,,,,,
13,CORDOBA,7,BUENAVISTA,8194,0.09,23.4,54.16,0.06,1.03,0.04,16.96,1.88,petro,62.74,34.5,1,28.24,9124,13007,,,,,,,,,,,
13,CORDOBA,9,CANALETE,6329,0.35,29.48,54.68,0.09,0.65,0.06,10.78,1.88,petro,58.07,40.5,1,17.57,8467,13009,,,,,,,,,,,
13,CORDOBA,10,CERETE,38297,0.14,25.98,53.92,0.02,0.89,0.02,15.03,1.46,petro,64.3,32.87,1,31.43,45553,13010,,,,,,,,,,,
13,CORDOBA,13,CIENAGA DE ORO,24648,0.08,27.08,61.44,0.02,1.04,0.02,7.16,1.05,petro,72.67,24.98,1,47.69,28050,13013,,,,,,,,,,,
13,CORDOBA,14,COTORRA (BONGO),7691,0.18,26.21,55.52,,1.11,0.01,14.71,0.82,petro,63.63,34.72,1,28.91,9331,13014,,,,,,,,,,,
13,CORDOBA,16,CHIMA,6226,0.18,34.39,52.04,0.02,1.06,0.05,9.72,1.11,petro,57.01,41.65,1,15.36,7819,13016,,,,,,,,,,,
13,CORDOBA,19,CHINU,22107,0.16,38.48,37.6,0.03,1.56,0.03,18.24,1.61,fico,45.77,51.93,0,-6.16,24103,13019,,,,,,,,,,,
13,CORDOBA,20,LA APARTADA (FRONTERA),5612,0.18,18.32,61.03,0.02,0.93,0.02,15.27,1.25,petro,72.87,24.12,1,48.75,6160,13020,,,,,,,,,,,
13,CORDOBA,22,LORICA,42362,0.2,26.43,55.69,0.04,1.05,0.04,13.04,1.39,petro,65.25,32.27,1,32.98,50386,13022,,,,,,,,,,,
13,CORDOBA,23,LOS CORDOBAS,6073,0.1,34.93,44.77,0.08,0.81,0.03,15.31,1.71,petro,54.48,43.36,1,11.12,8098,13023,,,,,,,,,,,
13,CORDOBA,24,MOMIL,7618,0.2,34.0,46.38,0.05,0.87,0.03,15.57,0.96,petro,54.2,43.68,1,10.52,8989,13024,,,,,,,,,,,
13,CORDOBA,25,MONTELIBANO,30967,0.14,13.46,70.81,0.05,1.87,0.04,9.88,1.1,petro,79.34,18.15,1,61.19,33840,13025,,,,,,,,,,,
13,CORDOBA,27,MOÑITOS,7968,0.26,37.99,45.54,0.05,0.9,0.05,11.12,2.13,petro,52.65,45.66,1,6.99,10355,13027,,,,,,,,,,,
13,CORDOBA,28,PLANETA RICA,24903,0.12,25.53,48.16,0.04,1.37,0.03,20.95,1.51,petro,57.76,39.46,1,18.3,27966,13028,,,,,,,,,,,
13,CORDOBA,31,PUEBLO NUEVO,12425,0.17,30.62,43.49,0.03,0.89,0.01,21.15,1.86,petro,49.86,48.0,1,1.86,14519,13031,,,,,,,,,,,
13,CORDOBA,32,PUERTO LIBERTADOR,14215,0.16,12.07,67.89,0.06,1.61,0.06,14.03,1.42,petro,77.72,19.53,1,58.19,16172,13032,,,,,,,,,,,
13,CORDOBA,33,PUERTO ESCONDIDO,7664,0.48,35.33,45.19,0.01,1.1,0.04,13.96,2.19,petro,49.65,48.9,1,0.75,10086,13033,,,,,,,,,,,
13,CORDOBA,34,PURISIMA,6406,0.31,35.58,39.21,0.02,1.31,0.02,20.15,1.3,petro,46.65,51.42,0,-4.77,8053,13034,,,,,,,,,,,
13,CORDOBA,37,SAHAGUN,41183,0.17,22.97,55.68,0.03,1.46,0.03,16.35,1.28,petro,65.23,32.34,1,32.89,44870,13037,,,,,,,,,,,
13,CORDOBA,40,SAN ANDRES DE SOTAVENTO,14974,0.44,29.28,55.72,0.07,1.88,0.07,8.92,1.69,petro,65.44,32.5,1,32.94,18417,13040,,,,,,,,,,,
13,CORDOBA,43,SAN ANTERO,11490,0.22,41.76,42.66,0.01,1.05,0.06,9.99,1.71,petro,51.64,45.62,1,6.02,13349,13043,,,,,,,,,,,
13,CORDOBA,46,SAN BERNARDO DEL VIENTO,11291,0.23,25.06,61.39,0.08,1.12,0.01,8.5,1.54,petro,70.53,27.43,1,43.1,13841,13046,,,,,,,,,,,
13,CORDOBA,49,SAN CARLOS,7484,0.17,36.81,43.64,0.05,0.57,0.04,15.07,1.46,petro,49.79,48.28,1,1.51,10111,13049,,,,,,,,,,,
13,CORDOBA,52,SAN JOSE DE URE,3509,0.17,14.11,72.27,0.09,1.82,0.03,7.95,1.28,petro,79.42,18.0,1,61.42,4067,13052,Arjona,75.45,8.0,6.91,66.2,22.99,17.19,24.75,27.23,47.4,76323.0
13,CORDOBA,55,SAN PELAYO,17163,0.16,28.63,54.27,0.01,0.75,0.02,13.08,1.26,petro,60.32,37.7,1,22.62,21260,13055,,,,,,,,,,,
13,CORDOBA,58,TIERRALTA,24447,0.26,22.96,49.51,0.07,0.99,0.02,22.05,1.23,petro,60.01,37.35,1,22.66,30605,13058,,,,,,,,,,,
13,CORDOBA,60,TUCHIN,12203,0.39,35.29,43.82,0.1,2.95,0.1,13.77,1.26,petro,54.38,43.64,1,10.74,15840,13060,,,,,,,,,,,
13,CORDOBA,61,VALENCIA,10498,0.21,26.32,44.02,0.07,1.02,0.06,23.65,2.1,petro,49.88,47.84,1,2.04,13137,13061,,,,,,,,,,,
15,CUNDINAMARCA,4,AGUA DE DIOS,5775,0.09,22.29,32.36,0.05,1.07,,37.75,3.24,rodolfo,39.04,57.58,0,-18.54,6184,15004,,,,,,,,,,,
15,CUNDINAMARCA,7,ALBAN,3123,0.06,14.6,21.45,,0.64,,57.7,3.2,rodolfo,28.96,67.71,0,-38.75,3159,15007,,,,,,,,,,,
15,CUNDINAMARCA,10,ANAPOIMA,8102,0.14,20.19,21.77,0.04,1.52,0.02,51.37,3.15,rodolfo,27.79,69.81,0,-42.02,8430,15010,,,,,,,,,,,
15,CUNDINAMARCA,13,ANOLAIMA,7175,0.22,19.48,20.63,0.07,1.67,0.04,51.86,3.5,rodolfo,28.02,68.29,0,-40.27,7452,15013,,,,,,,,,,,
15,CUNDINAMARCA,16,ARBELAEZ,6213,0.29,24.27,22.63,0.05,0.55,0.03,46.0,3.72,rodolfo,29.28,67.87,0,-38.59,6321,15016,,,,,,,,,,,
15,CUNDINAMARCA,19,BELTRAN,1245,0.32,19.44,22.89,,0.08,,55.26,0.72,rodolfo,29.04,69.78,0,-40.74,1274,15019,,,,,,,,,,,
15,CUNDINAMARCA,22,BITUIMA,1365,0.07,16.63,18.97,0.07,0.66,0.07,58.53,3.08,rodolfo,24.77,72.66,0,-47.89,1518,15022,Almeida,63.86,17.32,6.91,61.8,73.51,0.0,9.23,0.32,37.5,1306.0
15,CUNDINAMARCA,25,BOJACA,5058,0.3,7.85,32.33,0.06,1.27,0.1,50.89,3.28,rodolfo,44.17,50.77,0,-6.6,5062,15025,,,,,,,,,,,
15,CUNDINAMARCA,29,CABRERA,2087,0.14,4.26,54.58,,0.91,,37.47,1.2,petro,63.61,34.92,1,28.69,2245,15029,,,,,,,,,,,
15,CUNDINAMARCA,30,CACHIPAY,6053,0.15,16.9,21.48,0.03,1.17,0.05,54.98,2.87,rodolfo,28.54,68.87,0,-40.33,6271,15030,,,,,,,,,,,
15,CUNDINAMARCA,31,CAJICA,43565,0.32,19.8,31.04,0.06,0.87,0.04,38.34,6.77,rodolfo,41.77,53.98,0,-12.21,43209,15031,,,,,,,,,,,
15,CUNDINAMARCA,34,CAPARRAPI,5351,0.24,13.46,9.44,0.07,1.85,0.02,72.06,1.18,rodolfo,12.58,85.52,0,-72.94,6058,15034,,,,,,,,,,,
15,CUNDINAMARCA,37,CAQUEZA,9476,0.22,9.95,25.23,0.02,0.83,0.03,58.76,2.24,rodolfo,32.52,64.27,0,-31.75,10018,15037,,,,,,,,,,,
15,CUNDINAMARCA,40,CARMEN DE CARUPA,3940,0.15,6.68,15.51,0.08,0.33,0.05,72.87,1.9,rodolfo,20.55,76.16,0,-55.61,4253,15040,,,,,,,,,,,
15,CUNDINAMARCA,43,COGUA,11715,0.34,8.49,32.71,0.09,0.44,0.03,51.6,3.24,rodolfo,43.68,52.34,0,-8.66,11852,15043,,,,,,,,,,,
15,CUNDINAMARCA,46,COTA,19422,0.2,17.31,28.77,0.04,0.63,0.04,44.26,6.06,rodolfo,38.69,57.96,0,-19.27,19484,15046,,,,,,,,,,,
15,CUNDINAMARCA,49,CUCUNUBA,3592,0.36,8.66,12.25,0.03,0.25,,73.08,2.14,rodolfo,17.2,79.49,0,-62.29,3739,15049,,,,,,,,,,,
15,CUNDINAMARCA,52,CHAGUANI,2097,0.1,17.79,17.98,,0.62,0.05,60.09,2.38,rodolfo,20.34,78.35,0,-58.01,2296,15052,,,,,,,,,,,
15,CUNDINAMARCA,55,CHIA,79653,0.26,22.15,28.26,0.05,0.93,0.04,37.78,7.83,rodolfo,38.89,56.91,0,-18.02,79008,15055,,,,,,,,,,,
15,CUNDINAMARCA,58,CHIPAQUE,5473,0.18,8.17,24.08,,0.58,,63.11,1.75,rodolfo,30.8,66.04,0,-35.24,5822,15058,,,,,,,,,,,
15,CUNDINAMARCA,61,CHOACHI,7629,0.21,17.12,19.81,0.05,0.24,0.04,57.64,2.9,rodolfo,24.68,72.65,0,-47.97,8116,15061,,,,,,,,,,,
15,CUNDINAMARCA,64,CHOCONTA,10693,0.16,7.45,19.39,0.1,0.57,0.05,67.25,2.02,rodolfo,27.04,69.08,0,-42.04,11088,15064,,,,,,,,,,,
15,CUNDINAMARCA,67,EL COLEGIO,13475,0.13,13.76,29.17,0.07,0.88,0.04,51.46,2.55,rodolfo,36.89,60.17,0,-23.28,13879,15067,,,,,,,,,,,
15,CUNDINAMARCA,70,EL PEÑON,2336,0.13,24.61,10.96,0.09,0.34,0.09,59.8,2.31,rodolfo,13.84,84.74,0,-70.9,2615,15070,,,,,,,,,,,
15,CUNDINAMARCA,72,EL ROSAL,13578,0.15,6.88,24.84,0.04,0.78,0.05,60.97,1.96,rodolfo,36.35,58.01,0,-21.66,13486,15072,,,,,,,,,,,
15,CUNDINAMARCA,76,FACATATIVA,68294,0.18,10.45,39.84,0.12,1.39,0.08,39.62,3.65,petro,53.22,40.93,1,12.29,68175,15076,,,,,,,,,,,
15,CUNDINAMARCA,79,FOMEQUE,6473,0.19,11.77,13.19,0.05,0.19,0.02,71.44,1.93,rodolfo,17.82,80.06,0,-62.24,6909,15079,,,,,,,,,,,
15,CUNDINAMARCA,85,FOSCA,3179,0.09,8.49,13.31,,0.19,0.06,76.12,0.94,rodolfo,15.71,82.96,0,-67.25,3661,15085,,,,,,,,,,,
15,CUNDINAMARCA,88,FUNZA,51774,0.21,11.25,40.76,0.07,1.38,0.08,37.66,4.71,petro,53.64,41.46,1,12.18,52054,15088,,,,,,,,,,,
15,CUNDINAMARCA,91,FUQUENE,2766,0.11,6.07,24.84,0.04,0.43,0.04,63.67,2.39,rodolfo,34.2,62.76,0,-28.56,2798,15091,,,,,,,,,,,
15,CUNDINAMARCA,94,FUSAGASUGA,71645,0.28,20.88,31.09,0.05,1.19,0.04,39.75,3.99,rodolfo,40.16,55.94,0,-15.78,72814,15094,,,,,,,,,,,
15,CUNDINAMARCA,97,GACHALA,2648,0.08,11.1,22.85,,0.53,,61.48,2.19,rodolfo,27.6,69.59,0,-41.99,2986,15097,Boavita,49.67,41.47,6.91,60.13,43.55,41.4,27.36,9.25,48.1,4856.0
15,CUNDINAMARCA,100,GACHANCIPA,8560,0.2,6.04,36.44,0.11,1.3,0.05,49.75,2.37,rodolfo,50.19,44.15,1,6.04,8613,15100,,,,,,,,,,,
15,CUNDINAMARCA,103,GACHETA,4971,0.18,12.05,19.61,0.08,0.58,0.02,62.34,2.43,rodolfo,25.46,71.08,0,-45.62,5366,15103,,,,,,,,,,,
15,CUNDINAMARCA,106,GAMA,1791,0.45,13.12,14.07,0.17,0.28,,66.0,3.85,rodolfo,20.14,76.58,0,-56.44,1917,15106,Briceño,43.22,23.01,6.91,63.56,68.31,0.0,18.58,7.3,48.5,2026.0
15,CUNDINAMARCA,109,GIRARDOT,53795,0.23,21.06,29.12,0.05,1.61,0.04,42.46,2.88,rodolfo,37.68,58.84,0,-21.16,55655,15109,Buenavista,50.8,17.42,6.91,61.21,73.82,0.0,16.37,5.69,44.9,4026.0
15,CUNDINAMARCA,112,GUACHETA,5538,0.22,6.39,15.66,0.13,0.38,0.02,70.03,2.74,rodolfo,23.26,71.37,0,-48.11,5848,15112,,,,,,,,,,,
15,CUNDINAMARCA,115,GUADUAS,13364,0.19,16.24,22.19,0.02,1.46,0.02,54.96,2.3,rodolfo,28.74,68.18,0,-39.44,13914,15115,,,,,,,,,,,
15,CUNDINAMARCA,118,GUASCA,8064,0.2,9.66,26.93,0.14,0.4,0.07,54.65,3.53,rodolfo,36.71,58.04,0,-21.33,8126,15118,,,,,,,,,,,
15,CUNDINAMARCA,121,GUATAQUI,1255,0.56,25.42,35.38,,0.8,,33.39,1.59,petro,41.85,55.75,0,-13.9,1374,15121,,,,,,,,,,,
15,CUNDINAMARCA,124,GUATAVITA,3899,0.28,8.67,18.83,0.08,0.38,,65.17,3.72,rodolfo,26.81,69.21,0,-42.4,4040,15124,,,,,,,,,,,
15,CUNDINAMARCA,127,GUAYABAL DE SIQUIMA,2642,0.19,17.68,23.39,0.04,0.87,,51.29,3.56,rodolfo,29.35,67.84,0,-38.49,2767,15127,,,,,,,,,,,
15,CUNDINAMARCA,128,GUAYABETAL,3152,0.03,7.96,16.81,0.13,0.41,,72.02,0.92,rodolfo,21.77,75.78,0,-54.01,3266,15128,,,,,,,,,,,
15,CUNDINAMARCA,130,GUTIERREZ,1910,0.31,9.53,11.36,0.05,0.1,,77.02,1.05,rodolfo,14.52,84.78,0,-70.26,2004,15130,,,,,,,,,,,
15,CUNDINAMARCA,132,GRANADA,4086,0.1,7.68,37.67,0.02,0.51,0.02,49.14,1.81,rodolfo,47.63,48.81,0,-1.18,4214,15132,,,,,,,,,,,
15,CUNDINAMARCA,133,JERUSALEN,1311,0.23,28.99,23.65,,0.53,,43.25,1.68,rodolfo,25.76,72.93,0,-47.17,1378,15133,,,,,,,,,,,
15,CUNDINAMARCA,136,JUNIN,2778,0.29,16.02,19.55,,0.65,0.04,58.03,2.59,rodolfo,25.19,71.64,0,-46.45,3212,15136,,,,,,,,,,,
15,CUNDINAMARCA,139,LA CALERA,16360,0.24,14.67,36.44,0.04,1.27,0.05,38.05,6.4,rodolfo,46.77,49.39,0,-2.62,16770,15139,,,,,,,,,,,
15,CUNDINAMARCA,142,LA MESA,16079,0.25,18.94,26.71,0.04,1.06,0.02,46.46,3.9,rodolfo,34.58,62.25,0,-27.67,16607,15142,,,,,,,,,,,
15,CUNDINAMARCA,145,LA PALMA,3834,0.31,17.06,24.07,0.05,1.2,0.03,52.3,1.77,rodolfo,28.49,68.97,0,-40.48,4373,15145,,,,,,,,,,,
15,CUNDINAMARCA,148,LA PEÑA,3412,0.47,13.39,10.7,0.21,0.32,0.06,71.1,1.44,rodolfo,13.81,84.31,0,-70.5,3658,15148,,,,,,,,,,,
15,CUNDINAMARCA,151,LA VEGA,9182,0.08,17.0,19.21,0.04,0.72,0.01,57.74,3.09,rodolfo,25.83,71.65,0,-45.82,9355,15151,,,,,,,,,,,
15,CUNDINAMARCA,154,LENGUAZAQUE,4939,0.16,5.55,8.5,0.08,0.08,0.02,81.39,1.66,rodolfo,12.69,83.9,0,-71.21,5200,15154,,,,,,,,,,,
15,CUNDINAMARCA,157,MACHETA,3997,0.48,17.54,12.81,0.13,0.4,0.08,64.2,2.45,rodolfo,16.97,79.8,0,-62.83,4396,15157,,,,,,,,,,,
15,CUNDINAMARCA,160,MADRID,55204,0.2,9.48,40.03,0.09,1.32,0.06,40.71,4.0,rodolfo,53.36,41.17,1,12.19,55296,15160,,,,,,,,,,,
15,CUNDINAMARCA,163,MANTA,2644,0.26,23.03,14.9,0.11,0.38,0.11,56.05,3.25,rodolfo,20.46,77.66,0,-57.2,2874,15163,,,,,,,,,,,
15,CUNDINAMARCA,166,MEDINA,3946,0.08,12.72,12.54,0.03,0.3,,72.12,1.04,rodolfo,15.49,82.74,0,-67.25,4346,15166,,,,,,,,,,,
15,CUNDINAMARCA,169,MOSQUERA,61820,0.24,12.49,42.18,0.07,1.68,0.07,34.29,5.36,petro,54.43,41.03,1,13.4,62154,15169,,,,,,,,,,,
15,CUNDINAMARCA,172,NARIÑO,1434,0.21,26.08,34.8,0.07,0.56,,33.89,2.93,petro,43.73,54.75,0,-11.02,1578,15172,Chinavita,75.9,39.11,6.91,62.82,52.41,0.0,17.4,6.87,41.1,2362.0
15,CUNDINAMARCA,175,NEMOCON,7843,0.22,6.49,29.56,0.06,0.92,0.04,56.38,2.63,rodolfo,39.05,56.37,0,-17.32,7894,15175,,,,,,,,,,,
15,CUNDINAMARCA,178,NILO,3435,0.26,21.31,23.06,0.03,1.98,,48.21,2.77,rodolfo,30.58,66.68,0,-36.1,3577,15178,,,,,,,,,,,
15,CUNDINAMARCA,181,NIMAIMA,2149,0.51,14.66,14.15,0.09,0.42,,65.43,3.21,rodolfo,18.57,80.14,0,-61.57,2170,15181,,,,,,,,,,,
15,CUNDINAMARCA,184,NOCAIMA,3345,0.21,14.14,26.73,0.03,0.33,0.03,53.39,2.84,rodolfo,33.81,63.77,0,-29.96,3475,15184,,,,,,,,,,,
15,CUNDINAMARCA,190,PACHO,13557,0.22,21.35,16.49,0.05,0.26,0.01,57.16,2.27,rodolfo,22.19,75.27,0,-53.08,13995,15190,,,,,,,,,,,
15,CUNDINAMARCA,193,PAIME,2279,0.35,24.13,15.8,0.09,0.53,,55.86,1.67,rodolfo,20.13,78.26,0,-58.13,2484,15193,,,,,,,,,,,
15,CUNDINAMARCA,196,PANDI,2515,0.04,10.58,29.58,0.12,0.48,,54.59,2.54,rodolfo,35.98,62.41,0,-26.43,2615,15196,,,,,,,,,,,
15,CUNDINAMARCA,198,PARATEBUENO (LA NAGUAYA),4476,0.16,7.55,12.85,0.02,0.94,,76.14,0.98,rodolfo,16.5,82.28,0,-65.78,4758,15198,,,,,,,,,,,
15,CUNDINAMARCA,199,PASCA,4887,0.43,7.96,43.05,0.08,0.45,0.02,43.18,2.13,rodolfo,53.69,43.4,1,10.29,5223,15199,,,,,,,,,,,
15,CUNDINAMARCA,202,PUERTO SALGAR,6943,0.13,21.42,26.07,0.04,1.31,0.01,45.74,1.67,rodolfo,32.76,63.65,0,-30.89,7225,15202,,,,,,,,,,,
15,CUNDINAMARCA,205,PULI,1328,0.08,16.94,18.37,0.08,0.9,,60.24,1.58,rodolfo,23.24,74.78,0,-51.54,1459,15205,,,,,,,,,,,
15,CUNDINAMARCA,208,QUEBRADANEGRA,2738,0.15,22.39,10.59,,1.75,,61.76,1.83,rodolfo,13.7,84.26,0,-70.56,2941,15208,,,,,,,,,,,
15,CUNDINAMARCA,211,QUETAME,3801,0.24,9.68,27.15,,0.45,0.08,58.93,1.29,rodolfo,34.45,62.86,0,-28.41,4012,15211,,,,,,,,,,,
15,CUNDINAMARCA,214,QUIPILE,3237,0.37,22.86,14.8,0.06,1.51,0.06,56.04,2.29,rodolfo,16.86,81.79,0,-64.93,3619,15214,,,,,,,,,,,
15,CUNDINAMARCA,217,APULO,4272,0.09,16.46,21.11,0.05,0.8,0.05,56.74,2.72,rodolfo,27.67,70.22,0,-42.55,4594,15217,,,,,,,,,,,
15,CUNDINAMARCA,218,RICAURTE,6281,0.18,21.35,25.2,0.02,0.83,0.02,47.17,2.87,rodolfo,31.86,65.33,0,-33.47,6874,15218,Covarachía,54.52,18.45,6.91,59.16,73.79,73.5,30.71,8.46,55.6,2541.0
15,CUNDINAMARCA,220,SAN ANTONIO DEL TEQUENDAMA,5961,0.2,12.35,25.36,0.03,0.37,,56.72,3.29,rodolfo,33.23,64.11,0,-30.88,6175,15220,,,,,,,,,,,
15,CUNDINAMARCA,223,SAN BERNARDO,4550,0.11,10.29,25.19,0.02,0.26,0.02,60.22,2.18,rodolfo,33.93,64.21,0,-30.28,4836,15223,Cubará,43.83,26.49,6.91,71.19,71.97,36.71,72.36,17.35,69.7,16562.0
15,CUNDINAMARCA,226,SAN CAYETANO,2274,0.22,15.35,12.31,,1.28,0.04,68.25,1.32,rodolfo,15.12,83.39,0,-68.27,2480,15226,Cuítiva,84.01,19.39,6.91,63.01,77.76,54.85,10.82,2.79,40.7,1614.0
15,CUNDINAMARCA,229,SAN FRANCISCO,5712,0.26,19.15,19.78,0.07,0.91,0.05,53.99,3.62,rodolfo,25.79,71.58,0,-45.79,5866,15229,,,,,,,,,,,
15,CUNDINAMARCA,232,SAN JUAN DE RIOSECO,5073,0.16,19.61,22.71,,1.1,0.02,52.26,1.97,rodolfo,28.34,68.96,0,-40.62,5451,15232,Chíquiza,75.14,8.83,6.91,61.67,86.12,0.0,17.33,16.62,51.3,4186.0
15,CUNDINAMARCA,235,SASAIMA,5614,0.27,19.1,17.35,0.02,0.86,,57.32,2.87,rodolfo,24.69,72.66,0,-47.97,5727,15235,,,,,,,,,,,
15,CUNDINAMARCA,238,SESQUILE,6576,0.17,8.0,29.97,0.14,1.32,0.05,52.95,3.33,rodolfo,41.53,53.54,0,-12.01,6612,15238,Duitama,98.67,91.68,6.91,75.36,8.16,9.35,6.91,2.9,10.5,164223.0
15,CUNDINAMARCA,239,SIBATE,17493,0.23,12.08,41.82,0.09,0.82,0.04,37.25,3.53,petro,53.37,42.11,1,11.26,17986,15239,,,,,,,,,,,
15,CUNDINAMARCA,241,SILVANIA,11644,0.15,17.85,25.4,0.06,0.75,0.03,50.56,3.01,rodolfo,32.75,64.22,0,-31.47,12029,15241,,,,,,,,,,,
15,CUNDINAMARCA,244,SIMIJACA,6368,0.2,9.3,22.03,0.02,0.66,0.05,63.41,1.95,rodolfo,29.11,67.5,0,-38.39,6606,15244,El Cocuy,84.1,55.44,6.91,68.01,38.05,24.3,36.84,24.36,49.4,4074.0
15,CUNDINAMARCA,247,SOACHA,202942,0.23,10.98,54.22,0.1,1.81,0.1,25.02,3.73,petro,66.66,29.0,1,37.66,209561,15247,,,,,,,,,,,
15,CUNDINAMARCA,250,SOPO,14996,0.17,12.66,41.9,0.08,0.84,0.02,36.27,4.37,petro,53.09,42.56,1,10.53,15140,15250,,,,,,,,,,,
15,CUNDINAMARCA,256,SUBACHOQUE,9126,0.19,13.96,18.5,0.03,0.59,0.02,60.3,3.39,rodolfo,26.65,68.81,0,-42.16,9140,15256,,,,,,,,,,,
15,CUNDINAMARCA,259,SUESCA,8188,0.18,5.46,32.24,0.12,0.4,0.05,53.92,3.13,rodolfo,45.53,48.91,0,-3.38,8184,15259,,,,,,,,,,,
15,CUNDINAMARCA,262,SUPATA,2856,0.21,15.27,13.34,0.11,0.21,0.11,66.07,2.56,rodolfo,19.07,78.5,0,-59.43,2953,15262,,,,,,,,,,,
15,CUNDINAMARCA,265,SUSA,3274,0.37,6.75,19.43,0.03,0.34,0.03,68.6,2.44,rodolfo,25.22,72.06,0,-46.84,3593,15265,,,,,,,,,,,
15,CUNDINAMARCA,268,SUTATAUSA,2823,0.18,5.35,21.25,0.14,0.46,,66.49,1.98,rodolfo,28.48,67.38,0,-38.9,2900,15268,,,,,,,,,,,
15,CUNDINAMARCA,271,TABIO,12781,0.3,12.46,26.77,0.07,0.49,0.03,52.28,4.37,rodolfo,37.56,57.92,0,-20.36,12727,15271,,,,,,,,,,,
15,CUNDINAMARCA,274,TAUSA,4120,0.27,6.38,12.91,0.1,0.56,,73.62,2.06,rodolfo,19.11,76.51,0,-57.4,4313,15274,,,,,,,,,,,
15,CUNDINAMARCA,277,TENA,4810,0.17,14.16,25.2,0.06,0.35,0.04,55.86,2.31,rodolfo,31.87,66.34,0,-34.47,4949,15277,,,,,,,,,,,
