DEP,DEPNOMBRE,MUN,MUNNOMBRE,total_votos_v1,pct_gomez_v1,pct_fico_v1,pct_petro_v1,pct_ingrid_v1,pct_johnmilton_v1,pct_luisperez_v1,pct_rodolfo_v1,pct_fajardo_v1,ganador_v1,pct_petro_v2,pct_rodolfo_v2,gano_petro,margen_victoria,total_votos_v2,cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
15,CUNDINAMARCA,280,TENJO,12566,0.13,14.15,25.86,0.06,0.49,0.07,50.14,5.27,rodolfo,36.83,57.94,0,-21.11,12598,15280,,,,,,,,,,,
15,CUNDINAMARCA,283,TIBACUY,2433,0.08,18.74,33.21,0.04,0.33,0.04,43.32,2.47,rodolfo,40.62,56.89,0,-16.27,2570,15283,,,,,,,,,,,
15,CUNDINAMARCA,286,TIBIRITA,1692,0.53,9.46,24.41,,0.3,0.06,60.93,2.84,rodolfo,30.24,67.15,0,-36.91,1878,15286,,,,,,,,,,,
15,CUNDINAMARCA,289,TOCAIMA,7081,0.24,20.8,23.7,0.03,0.93,0.04,48.91,2.67,rodolfo,29.72,67.6,0,-37.88,7524,15289,,,,,,,,,,,
15,CUNDINAMARCA,292,TOCANCIPA,24377,0.14,7.08,41.63,0.07,1.33,0.05,42.94,3.03,rodolfo,55.81,39.45,1,16.36,24403,15292,,,,,,,,,,,
15,CUNDINAMARCA,295,TOPAIPI,1943,0.21,17.24,13.79,0.15,0.57,0.21,64.28,1.96,rodolfo,18.02,80.38,0,-62.36,2258,15295,,,,,,,,,,,
15,CUNDINAMARCA,298,UBALA,4073,0.32,11.24,14.88,0.2,0.37,0.05,68.7,2.14,rodolfo,19.97,77.59,0,-57.62,4422,15298,,,,,,,,,,,
15,CUNDINAMARCA,301,UBAQUE,4091,0.12,8.73,20.46,0.07,0.15,0.02,66.83,1.61,rodolfo,26.32,71.34,0,-45.02,4278,15301,,,,,,,,,,,
15,CUNDINAMARCA,304,UBATE,23219,0.18,7.93,24.49,0.06,0.74,0.03,59.81,3.26,rodolfo,34.27,61.14,0,-26.87,23371,15304,,,,,,,,,,,
15,CUNDINAMARCA,307,UNE,4372,0.3,7.3,23.08,0.02,0.32,0.05,64.41,2.26,rodolfo,29.06,68.11,0,-39.05,4738,15307,,,,,,,,,,,
15,CUNDINAMARCA,316,UTICA,2861,0.21,31.98,10.87,,0.52,0.07,52.29,2.41,rodolfo,14.81,83.27,0,-68.46,3139,15316,,,,,,,,,,,
15,CUNDINAMARCA,318,VENECIA,2146,0.33,9.46,34.76,,1.16,,50.84,1.3,rodolfo,41.1,56.51,0,-15.41,2258,15318,,,,,,,,,,,
15,CUNDINAMARCA,319,VERGARA,3921,0.2,15.48,15.25,0.05,0.31,0.1,63.63,2.86,rodolfo,20.68,77.4,0,-56.72,4076,15319,,,,,,,,,,,
15,CUNDINAMARCA,322,VIANI,2356,0.25,18.68,20.12,0.08,0.51,,56.41,2.25,rodolfo,25.05,73.01,0,-47.96,2527,15322,Guateque,90.1,78.36,6.91,69.04,22.38,18.21,9.42,6.14,19.4,12163.0
15,CUNDINAMARCA,323,VILLAGOMEZ,1215,0.25,22.06,16.38,,0.16,,58.6,1.48,rodolfo,22.15,76.46,0,-54.31,1300,15323,,,,,,,,,,,
15,CUNDINAMARCA,325,VILLAPINZON,9866,0.22,6.44,13.34,0.06,0.12,0.01,75.36,2.35,rodolfo,19.26,77.41,0,-58.15,10189,15325,Guayatá,80.85,44.78,6.91,63.28,57.52,29.49,12.43,4.48,36.1,3171.0
15,CUNDINAMARCA,328,VILLETA,15292,0.14,19.18,17.58,0.05,1.17,0.02,57.53,2.34,rodolfo,23.2,74.38,0,-51.18,15783,15328,,,,,,,,,,,
15,CUNDINAMARCA,331,VIOTA,6159,0.19,16.69,28.95,0.03,0.54,0.03,49.91,1.77,rodolfo,34.6,63.49,0,-28.89,6680,15331,,,,,,,,,,,
15,CUNDINAMARCA,334,YACOPI,4885,0.2,24.18,9.68,0.04,1.49,0.08,60.86,1.7,rodolfo,13.38,85.51,0,-72.13,5734,15334,,,,,,,,,,,
15,CUNDINAMARCA,337,ZIPACON,2871,0.35,15.85,23.86,0.03,0.45,,54.23,3.17,rodolfo,31.9,64.64,0,-32.74,2975,15337,,,,,,,,,,,
15,CUNDINAMARCA,340,ZIPAQUIRA,72284,0.31,10.25,45.93,0.09,0.99,0.06,34.49,4.32,petro,58.4,37.17,1,21.23,72286,15340,,,,,,,,,,,
16,BOGOTA D.C.,1,BOGOTA. D.C.,3801013,0.26,19.1,46.62,0.06,1.23,0.06,21.94,7.87,petro,57.97,38.1,1,19.87,3891656,16001,,,,,,,,,,,
17,CHOCO,1,QUIBDO,40446,0.26,14.29,70.14,0.08,0.91,0.08,6.0,3.04,petro,81.77,14.26,1,67.51,45243,17001,Manizales,96.29,93.98,2.38,76.35,3.76,7.71,12.83,5.74,13.9,507551.0
17,CHOCO,2,ATRATO (YUTO),3611,0.42,13.21,76.38,0.11,0.39,0.06,3.79,2.05,petro,85.98,11.07,1,74.91,4181,17002,,,,,,,,,,,
17,CHOCO,4,ACANDI,3943,0.25,30.92,52.57,0.1,0.28,0.05,9.92,1.88,petro,59.08,37.71,1,21.37,4362,17004,,,,,,,,,,,
17,CHOCO,6,ALTO BAUDO (PIE DE PATO),4877,0.08,2.34,94.46,0.02,0.08,0.02,1.37,0.72,petro,96.63,2.91,1,93.72,5641,17006,,,,,,,,,,,
17,CHOCO,7,BAGADO,2378,0.38,19.26,70.9,0.04,0.17,0.08,3.32,2.57,petro,81.09,16.78,1,64.31,2819,17007,,,,,,,,,,,
17,CHOCO,8,BAHIA SOLANO (MUTIS),3001,0.43,13.5,68.14,0.17,1.1,0.1,8.7,3.2,petro,77.84,18.35,1,59.49,3570,17008,,,,,,,,,,,
17,CHOCO,10,BAJO BAUDO (PIZARRO),3828,0.68,7.58,81.45,0.34,0.37,0.16,4.81,2.3,petro,88.75,8.98,1,79.77,4623,17010,,,,,,,,,,,
17,CHOCO,11,BOJAYA (BELLAVISTA),2398,0.33,10.18,82.53,0.13,0.54,,3.29,1.67,petro,91.17,7.65,1,83.52,3544,17011,,,,,,,,,,,
17,CHOCO,12,MEDIO ATRATO (BETE),2612,0.38,10.07,78.56,0.11,0.23,,5.4,2.14,petro,88.14,8.94,1,79.2,3288,17012,,,,,,,,,,,
17,CHOCO,13,CONDOTO,4404,0.57,13.03,70.66,0.16,0.54,0.05,4.72,3.81,petro,82.55,13.53,1,69.02,4975,17013,Aguadas,78.77,58.76,6.91,69.61,40.47,12.79,13.45,8.36,30.0,17753.0
17,CHOCO,14,CERTEGUI,2169,0.51,21.35,65.93,0.18,0.14,0.14,4.2,3.0,petro,81.28,15.57,1,65.71,2633,17014,,,,,,,,,,,
17,CHOCO,15,CARMEN DEL DARIEN,3147,0.44,5.5,80.84,0.06,1.59,0.19,5.88,1.4,petro,86.77,10.61,1,76.16,3788,17015,,,,,,,,,,,
17,CHOCO,16,EL CARMEN,3440,0.2,30.64,26.4,0.2,0.61,,36.37,2.7,rodolfo,37.17,59.47,0,-22.3,3785,17016,,,,,,,,,,,
17,CHOCO,17,EL CANTON DEL SAN PABLO (MAN.,2242,0.76,13.34,67.44,,0.89,,10.53,2.94,petro,76.84,19.63,1,57.21,2496,17017,,,,,,,,,,,
17,CHOCO,19,ISTMINA,8739,0.46,11.52,70.81,0.1,1.16,0.05,7.12,2.8,petro,82.31,13.21,1,69.1,10211,17019,,,,,,,,,,,
17,CHOCO,22,JURADO,1124,0.53,9.25,78.38,0.27,0.44,,5.78,1.51,petro,84.02,13.34,1,70.68,1327,17022,,,,,,,,,,,
17,CHOCO,25,LLORO,3442,0.52,21.06,61.21,0.23,0.7,0.09,7.21,3.02,petro,76.23,20.53,1,55.7,3892,17025,,,,,,,,,,,
17,CHOCO,26,MEDIO BAUDO (PUERTO MELUK),3074,0.42,12.3,80.84,0.2,0.29,0.03,3.22,1.14,petro,92.35,6.59,1,85.76,4064,17026,,,,,,,,,,,
17,CHOCO,27,MEDIO SAN JUAN,3448,0.35,7.4,79.73,0.09,0.49,0.23,2.78,4.73,petro,89.86,6.5,1,83.36,3737,17027,,,,,,,,,,,
17,CHOCO,28,NOVITA,1955,0.87,14.07,61.84,0.1,1.64,0.36,6.8,6.75,petro,72.3,22.81,1,49.49,2455,17028,,,,,,,,,,,
17,CHOCO,31,NUQUI,2410,0.33,6.14,83.57,0.25,0.17,,5.6,1.83,petro,88.65,9.66,1,78.99,2846,17031,,,,,,,,,,,
17,CHOCO,32,RIO IRO,1780,0.67,24.83,60.0,0.22,0.62,0.39,3.65,4.27,petro,77.36,18.73,1,58.63,1895,17032,,,,,,,,,,,
17,CHOCO,34,RIOSUCIO,8136,0.31,8.76,74.2,0.12,1.79,0.17,9.32,2.2,petro,80.86,15.68,1,65.18,10253,17034,,,,,,,,,,,
17,CHOCO,35,RIO QUITO (PAIMADO),3642,1.29,17.76,66.17,0.3,0.71,0.03,4.75,3.29,petro,75.61,20.81,1,54.8,4026,17035,,,,,,,,,,,
17,CHOCO,37,SAN JOSE DEL PALMAR,1310,0.76,9.85,50.23,0.08,0.31,0.08,30.31,1.91,petro,60.17,36.46,1,23.71,1514,17037,,,,,,,,,,,
17,CHOCO,38,EL LITORAL DEL SAN JUAN,3627,0.41,2.1,92.69,0.14,0.58,0.06,2.01,0.88,petro,97.47,1.72,1,95.75,4068,17038,,,,,,,,,,,
17,CHOCO,40,SIPI,961,0.62,6.87,80.65,0.1,1.14,0.1,5.31,2.39,petro,87.42,9.84,1,77.58,1351,17040,,,,,,,,,,,
17,CHOCO,43,TADO,5701,0.84,21.84,58.41,0.16,1.33,0.14,6.05,3.05,petro,70.44,22.27,1,48.17,6452,17043,,,,,,,,,,,
17,CHOCO,48,UNGUIA,3369,0.42,13.03,62.04,0.15,1.87,0.09,16.62,2.97,petro,66.39,30.65,1,35.74,4130,17048,,,,,,,,,,,
17,CHOCO,60,UNION PANAMERICANA (LAS ANIMAS,2313,0.61,18.37,58.71,0.22,1.08,0.26,11.2,3.55,petro,71.67,23.94,1,47.73,2665,17060,,,,,,,,,,,
19,HUILA,1,NEIVA,173914,0.18,21.07,39.52,0.04,1.49,0.03,32.4,2.62,petro,49.05,47.61,1,1.44,178762,19001,Popayán,96.12,84.9,8.15,77.69,19.89,23.28,19.68,6.7,18.4,385036.0
19,HUILA,4,ACEVEDO,11635,0.17,13.33,14.49,0.07,1.31,0.02,67.97,0.91,rodolfo,18.94,79.18,0,-60.24,12988,19004,,,,,,,,,,,
19,HUILA,7,AGRADO,4608,0.13,24.72,21.66,0.02,1.91,0.02,48.37,1.13,rodolfo,29.03,68.52,0,-39.49,4860,19007,,,,,,,,,,,
19,HUILA,10,AIPE,8914,0.09,17.89,26.09,0.07,0.72,0.02,51.64,1.58,rodolfo,32.92,65.12,0,-32.2,9409,19010,,,,,,,,,,,
19,HUILA,13,ALGECIRAS,8326,0.16,12.76,32.88,0.11,4.94,0.02,44.74,1.37,rodolfo,39.87,57.24,0,-17.37,9205,19013,,,,,,,,,,,
19,HUILA,16,ALTAMIRA,1909,0.16,15.98,40.18,0.05,0.89,,38.61,1.57,petro,47.45,49.76,0,-2.31,2080,19016,,,,,,,,,,,
19,HUILA,19,BARAYA,3123,0.19,27.51,29.52,,0.9,,37.72,1.76,rodolfo,34.78,62.76,0,-27.98,3370,19019,,,,,,,,,,,
19,HUILA,22,CAMPOALEGRE,14540,0.18,14.5,32.61,0.04,1.49,0.03,46.24,1.24,rodolfo,41.55,54.52,0,-12.97,15395,19022,Almaguer,12.84,8.56,6.91,58.28,95.25,32.49,33.89,20.83,62.9,17250.0
19,HUILA,25,TESALIA (CARNICERIAS),5038,0.02,19.63,21.24,0.06,0.24,0.04,55.08,1.05,rodolfo,28.1,68.63,0,-40.53,5171,19025,,,,,,,,,,,
19,HUILA,28,COLOMBIA,3456,0.23,21.21,15.89,0.03,0.41,0.06,59.26,1.27,rodolfo,20.3,78.17,0,-57.87,3981,19028,,,,,,,,,,,
19,HUILA,31,ELIAS,2103,0.19,13.36,21.83,0.05,0.67,,60.53,1.38,rodolfo,27.85,69.92,0,-42.07,2334,19031,,,,,,,,,,,
19,HUILA,34,GARZON,31863,0.21,16.64,26.78,0.07,1.6,0.04,49.78,2.17,rodolfo,34.26,62.28,0,-28.02,33995,19034,,,,,,,,,,,
19,HUILA,37,GIGANTE,10676,0.15,17.57,26.11,0.04,4.27,0.04,47.36,1.47,rodolfo,33.25,63.24,0,-29.99,11418,19037,,,,,,,,,,,
19,HUILA,40,GUADALUPE,7519,0.11,10.99,26.44,0.07,0.66,0.04,57.55,1.38,rodolfo,33.98,63.01,0,-29.03,8161,19040,,,,,,,,,,,
19,HUILA,43,HOBO,3385,0.03,11.37,29.04,,2.66,,53.94,0.71,rodolfo,35.33,61.98,0,-26.65,3711,19043,,,,,,,,,,,
19,HUILA,44,ISNOS,12597,0.13,5.72,35.55,0.07,0.61,0.02,53.94,1.04,rodolfo,47.47,48.38,0,-0.91,13523,19044,,,,,,,,,,,
19,HUILA,46,IQUIRA,4229,0.28,20.26,37.46,0.07,1.11,0.02,35.9,2.15,petro,43.22,54.22,0,-11.0,4729,19046,,,,,,,,,,,
19,HUILA,47,LA ARGENTINA (PLATA VIEJA),6193,0.05,15.97,36.62,0.02,0.34,,41.66,0.9,rodolfo,45.9,49.77,0,-3.87,7059,19047,,,,,,,,,,,
19,HUILA,49,LA PLATA,23171,0.14,18.05,30.32,0.04,0.79,0.03,45.81,1.73,rodolfo,38.2,58.37,0,-20.17,25076,19049,,,,,,,,,,,
19,HUILA,50,NATAGA,2646,,23.92,28.91,0.11,0.34,,41.61,1.51,rodolfo,35.53,61.17,0,-25.64,3090,19050,Argelia,50.17,32.53,6.91,70.7,91.74,144.37,24.11,17.53,50.1,29772.0
19,HUILA,51,OPORAPA,5049,0.24,15.96,13.21,0.1,0.24,0.04,66.9,1.43,rodolfo,17.44,80.16,0,-62.72,5620,19051,,,,,,,,,,,
19,HUILA,52,PAICOL,3262,0.06,21.24,17.14,,0.34,,57.85,1.78,rodolfo,22.16,75.22,0,-53.06,3556,19052,,,,,,,,,,,
19,HUILA,55,PALERMO,12098,0.16,17.92,28.11,0.02,0.76,0.01,49.67,1.41,rodolfo,34.33,63.31,0,-28.98,12931,19055,,,,,,,,,,,
19,HUILA,56,PALESTINA,5430,0.17,12.71,25.12,0.11,0.46,0.06,57.77,1.01,rodolfo,32.17,64.98,0,-32.81,6031,19056,,,,,,,,,,,
19,HUILA,58,PITAL,5942,0.1,15.89,21.78,0.05,0.35,0.03,59.19,1.14,rodolfo,27.84,70.17,0,-42.33,6333,19058,,,,,,,,,,,
19,HUILA,61,PITALITO,57461,0.18,13.04,33.43,0.06,1.62,0.04,47.22,1.76,rodolfo,42.64,54.1,0,-11.46,61298,19061,,,,,,,,,,,
19,HUILA,64,RIVERA,10819,0.14,17.89,35.85,0.04,2.23,0.01,38.94,1.97,rodolfo,44.7,51.87,0,-7.17,11710,19064,,,,,,,,,,,
19,HUILA,67,SALADOBLANCO,5696,0.18,16.78,14.45,0.04,0.47,0.02,65.41,1.12,rodolfo,17.58,81.09,0,-63.51,6426,19067,,,,,,,,,,,
19,HUILA,70,SAN AGUSTIN,14135,0.18,10.42,32.52,0.08,1.32,0.06,50.74,1.46,rodolfo,41.32,55.15,0,-13.83,15747,19070,,,,,,,,,,,
19,HUILA,74,SANTA MARIA,5086,0.18,16.95,16.83,0.04,0.45,0.02,61.95,1.83,rodolfo,21.32,76.56,0,-55.24,5375,19074,,,,,,,,,,,
19,HUILA,76,SUAZA,8002,0.11,7.87,26.57,0.04,0.75,0.04,61.27,0.95,rodolfo,34.37,63.05,0,-28.68,8726,19076,,,,,,,,,,,
19,HUILA,79,TARQUI,7170,0.13,16.18,24.42,0.01,0.32,0.01,56.14,0.88,rodolfo,30.04,68.04,0,-38.0,8032,19079,,,,,,,,,,,
19,HUILA,82,TELLO,5467,0.24,24.04,23.07,0.05,2.89,,46.35,1.37,rodolfo,28.07,70.07,0,-42.0,5978,19082,,,,,,,,,,,
19,HUILA,85,TERUEL,3656,0.08,32.8,16.71,0.03,0.25,,47.29,1.12,rodolfo,22.29,75.94,0,-53.65,4073,19085,,,,,,,,,,,
19,HUILA,88,TIMANA,10048,0.1,15.91,19.03,0.06,1.03,0.01,60.13,1.35,rodolfo,24.99,72.25,0,-47.26,10577,19088,,,,,,,,,,,
19,HUILA,91,VILLAVIEJA,3855,0.16,18.91,44.88,0.08,0.42,,31.73,1.25,petro,52.93,44.35,1,8.58,4336,19091,,,,,,,,,,,
19,HUILA,94,YAGUARA,4443,0.14,15.01,30.99,,0.56,0.02,47.85,1.73,rodolfo,38.68,58.3,0,-19.62,4739,19094,,,,,,,,,,,
21,MAGDALENA,1,SANTA MARTA,193345,0.18,22.57,50.96,0.06,1.78,0.04,19.13,2.58,petro,62.17,34.9,1,27.27,201673,21001,,,,,,,,,,,
21,MAGDALENA,8,ALGARROBO,5026,0.26,17.33,69.9,0.04,0.84,0.02,8.54,1.03,petro,76.25,21.94,1,54.31,5411,21008,,,,,,,,,,,
21,MAGDALENA,10,ARACATACA,11951,0.2,19.18,57.96,0.07,1.42,0.01,17.01,1.29,petro,69.33,27.96,1,41.37,13757,21010,,,,,,,,,,,
21,MAGDALENA,12,ARIGUANI (EL DIFICIL),10265,0.23,30.47,40.63,0.06,0.52,0.02,25.15,0.89,petro,49.17,48.62,1,0.55,11327,21012,,,,,,,,,,,
21,MAGDALENA,13,CERRO DE SAN ANTONIO,3228,0.31,55.08,34.7,0.03,0.28,0.03,5.67,2.66,fico,51.83,46.63,1,5.2,3506,21013,,,,,,,,,,,
21,MAGDALENA,15,CHIVOLO,5831,0.26,31.16,47.81,0.1,0.39,0.02,17.0,1.46,petro,54.97,42.92,1,12.05,6922,21015,,,,,,,,,,,
21,MAGDALENA,16,CIENAGA,39093,0.21,17.37,54.07,0.11,2.44,0.04,20.57,1.64,petro,66.09,30.47,1,35.62,43299,21016,,,,,,,,,,,
21,MAGDALENA,20,CONCORDIA,4237,0.31,42.81,47.79,0.05,0.28,0.05,5.52,1.91,petro,59.07,40.02,1,19.05,4965,21020,,,,,,,,,,,
21,MAGDALENA,25,EL BANCO,21987,0.18,42.77,33.62,0.02,1.36,0.05,18.92,1.3,fico,41.7,56.49,0,-14.79,24171,21025,,,,,,,,,,,
21,MAGDALENA,28,EL PIÑON,5888,0.07,50.56,40.18,0.02,0.56,0.02,4.99,1.46,fico,49.46,48.74,1,0.72,7062,21028,,,,,,,,,,,
21,MAGDALENA,30,EL RETEN,6885,0.12,21.71,65.4,0.01,0.76,0.04,8.21,0.99,petro,77.31,20.31,1,57.0,7932,21030,,,,,,,,,,,
21,MAGDALENA,31,FUNDACION,23474,0.17,25.68,45.1,0.05,1.14,0.03,23.99,1.21,petro,55.39,42.21,1,13.18,26478,21031,,,,,,,,,,,
21,MAGDALENA,40,GUAMAL,9154,0.25,42.19,33.79,0.02,1.06,0.04,19.84,1.44,fico,39.82,58.8,0,-18.98,10443,21040,,,,,,,,,,,
21,MAGDALENA,42,NUEVA GRANADA,6481,0.34,39.11,36.15,0.02,0.89,0.08,19.87,1.47,fico,46.27,51.83,0,-5.56,7286,21042,,,,,,,,,,,
21,MAGDALENA,46,PEDRAZA,3751,0.48,51.0,39.48,0.11,0.32,0.13,4.69,1.92,fico,48.8,49.92,0,-1.12,4529,21046,,,,,,,,,,,
21,MAGDALENA,48,PIJIÑO DEL CARMEN,4416,0.2,35.71,34.74,0.07,1.2,0.07,24.39,1.4,fico,39.31,58.91,0,-19.6,4872,21048,,,,,,,,,,,
21,MAGDALENA,49,PIVIJAY,12190,0.23,26.31,58.86,0.07,2.21,0.02,9.01,1.03,petro,69.82,28.03,1,41.79,14261,21049,,,,,,,,,,,
21,MAGDALENA,52,PLATO,18131,0.17,29.74,53.01,0.06,0.88,0.02,12.72,1.2,petro,63.71,34.13,1,29.58,20478,21052,,,,,,,,,,,
21,MAGDALENA,55,PUEBLOVIEJO,7746,0.39,30.4,47.11,0.08,3.1,0.01,14.02,1.96,petro,64.8,31.66,1,33.14,9372,21055,,,,,,,,,,,
21,MAGDALENA,58,REMOLINO,2472,0.44,27.27,57.2,,0.97,0.12,9.59,2.1,petro,72.93,25.8,1,47.13,3310,21058,,,,,,,,,,,
21,MAGDALENA,60,SABANAS DE SAN ANGEL,4883,0.27,51.44,29.84,0.06,0.51,0.06,13.95,1.76,fico,36.65,61.62,0,-24.97,4958,21060,,,,,,,,,,,
21,MAGDALENA,67,SALAMINA,3519,0.09,47.09,39.53,0.06,0.68,0.03,9.15,1.42,fico,50.1,47.61,1,2.49,4329,21067,,,,,,,,,,,
21,MAGDALENA,70,SAN SEBASTIAN DE BUENAVISTA,7988,0.1,43.3,40.14,0.06,0.95,0.03,12.86,1.28,fico,45.78,52.74,0,-6.96,8774,21070,,,,,,,,,,,
21,MAGDALENA,73,SAN ZENON,4479,0.13,48.74,36.3,0.04,1.47,0.04,10.47,1.56,fico,43.47,55.32,0,-11.85,5119,21073,,,,,,,,,,,
21,MAGDALENA,76,SANTA ANA,7515,0.15,52.15,26.24,0.03,1.97,0.01,16.7,1.38,fico,31.26,67.31,0,-36.05,9124,21076,,,,,,,,,,,
21,MAGDALENA,78,SANTA BARBARA DE PINTO,4020,0.05,37.06,53.78,0.02,0.35,0.02,6.37,0.75,petro,65.18,33.42,1,31.76,4489,21078,,,,,,,,,,,
21,MAGDALENA,79,SITIONUEVO,7007,0.51,28.99,54.2,0.06,0.44,0.04,10.69,2.21,petro,70.53,26.3,1,44.23,7985,21079,,,,,,,,,,,
21,MAGDALENA,85,TENERIFE,4802,0.31,41.48,46.31,,0.56,0.04,7.5,1.54,petro,56.68,41.31,1,15.37,5769,21085,,,,,,,,,,,
21,MAGDALENA,90,ZAPAYAN,3580,0.25,55.81,29.72,0.03,0.25,,10.45,1.51,fico,40.75,57.94,0,-17.19,4287,21090,,,,,,,,,,,
21,MAGDALENA,95,ZONA BANANERA (SEVILLA),19491,0.17,19.34,64.22,0.11,2.43,0.08,8.79,1.26,petro,77.59,19.83,1,57.76,21849,21095,,,,,,,,,,,
23,NARIÑO,1,PASTO,198528,0.23,13.42,69.82,0.1,0.86,0.05,8.81,3.41,petro,80.92,16.0,1,64.92,219503,23001,Montería,88.43,67.77,4.1,74.05,21.76,21.64,45.93,12.55,27.1,725608.0
23,NARIÑO,4,ALBAN (SAN JOSE),3975,0.33,22.84,39.32,,0.1,,32.28,1.94,petro,51.03,45.03,1,6.0,4466,23004,,,,,,,,,,,
23,NARIÑO,7,ALDANA,3469,0.23,7.9,65.96,0.12,0.55,0.09,18.91,1.56,petro,77.19,19.37,1,57.82,4424,23007,,,,,,,,,,,
23,NARIÑO,10,ANCUYA,3439,0.26,9.48,77.29,0.03,0.12,0.03,8.26,1.83,petro,86.3,11.31,1,74.99,4422,23010,,,,,,,,,,,
23,NARIÑO,13,ARBOLEDA (BERRUECOS),2837,0.35,20.34,49.84,0.07,0.35,0.07,22.42,1.62,petro,65.07,30.64,1,34.43,3398,23013,,,,,,,,,,,
23,NARIÑO,16,BARBACOAS,6821,0.79,14.26,67.25,0.23,0.59,0.09,7.8,2.9,petro,78.78,16.52,1,62.26,10058,23016,,,,,,,,,,,
23,NARIÑO,17,BELEN,3138,0.19,10.8,66.92,,0.89,,13.93,1.94,petro,76.76,18.89,1,57.87,3494,23017,,,,,,,,,,,
23,NARIÑO,19,BUESACO,9377,0.57,24.38,46.53,0.07,0.14,0.07,21.26,2.41,petro,59.09,36.52,1,22.57,10868,23019,,,,,,,,,,,
23,NARIÑO,22,COLON (GENOVA),3566,0.31,10.18,70.81,0.08,0.17,0.06,11.22,1.63,petro,80.03,15.04,1,64.99,4302,23022,,,,,,,,,,,
23,NARIÑO,25,CONSACA,5405,0.15,26.66,57.98,0.02,0.09,0.02,9.03,2.16,petro,71.7,24.06,1,47.64,6067,23025,,,,,,,,,,,
23,NARIÑO,28,CONTADERO,3358,0.24,17.39,61.85,0.03,0.12,0.03,17.21,1.04,petro,73.22,24.12,1,49.1,3988,23028,,,,,,,,,,,
23,NARIÑO,31,CORDOBA,5758,0.16,8.48,78.6,0.02,0.17,,8.68,1.35,petro,86.95,10.81,1,76.14,7343,23031,,,,,,,,,,,
23,NARIÑO,34,CUASPUD (CARLOSAMA),3927,0.46,8.76,67.23,0.03,0.28,,17.65,1.58,petro,80.15,16.1,1,64.05,5057,23034,,,,,,,,,,,
23,NARIÑO,37,CUMBAL,14327,0.22,9.24,78.73,0.1,0.24,0.04,8.52,1.07,petro,86.76,11.14,1,75.62,17983,23037,,,,,,,,,,,
23,NARIÑO,38,CHACHAGUI,6619,0.24,13.05,70.13,0.05,0.2,0.05,11.51,1.9,petro,81.12,16.14,1,64.98,7615,23038,,,,,,,,,,,
23,NARIÑO,39,CUMBITARA,3039,0.16,2.04,89.34,,0.03,0.03,4.61,0.53,petro,92.74,4.55,1,88.19,4682,23039,,,,,,,,,,,
23,NARIÑO,40,EL ROSARIO,4270,0.16,4.59,90.3,0.02,0.28,,2.11,0.54,petro,93.96,4.07,1,89.89,5264,23040,,,,,,,,,,,
23,NARIÑO,41,EL CHARCO,6502,0.71,6.64,81.85,0.17,2.15,0.11,3.49,1.54,petro,88.01,9.69,1,78.32,8074,23041,,,,,,,,,,,
23,NARIÑO,43,EL TABLON,6166,0.28,16.92,61.45,0.03,0.21,,15.84,1.46,petro,72.03,24.16,1,47.87,7501,23043,,,,,,,,,,,
23,NARIÑO,44,EL PEÑOL,3322,0.39,13.09,77.6,0.03,0.57,,5.45,0.6,petro,86.09,11.54,1,74.55,4178,23044,,,,,,,,,,,
23,NARIÑO,46,EL TAMBO,6861,0.19,23.06,55.14,0.15,0.36,,14.71,2.13,petro,68.61,27.27,1,41.34,8131,23046,,,,,,,,,,,
23,NARIÑO,47,FRANCISCO PIZARRO (SALAHONDA),2750,0.47,7.56,84.36,0.04,0.73,0.04,3.13,0.84,petro,91.09,7.29,1,83.8,3198,23047,,,,,,,,,,,
23,NARIÑO,49,FUNES,3232,0.06,32.77,55.57,0.06,0.19,,8.11,0.71,petro,63.96,33.71,1,30.25,3865,23049,,,,,,,,,,,
23,NARIÑO,52,GUACHUCAL,8849,0.16,9.63,76.88,0.08,0.11,0.02,9.32,1.22,petro,84.11,13.1,1,71.01,11430,23052,,,,,,,,,,,
23,NARIÑO,55,GUAITARILLA,5900,0.24,10.49,75.64,0.07,0.37,0.02,9.36,1.39,petro,84.98,13.04,1,71.94,7195,23055,,,,,,,,,,,
23,NARIÑO,58,GUALMATAN,3340,0.15,11.29,64.94,0.15,0.21,0.03,17.1,1.8,petro,76.49,20.14,1,56.35,3734,23058,,,,,,,,,,,
23,NARIÑO,61,ILES,3662,0.14,9.89,73.32,0.03,0.16,0.03,13.13,1.61,petro,84.75,13.63,1,71.12,4689,23061,,,,,,,,,,,
23,NARIÑO,64,IMUES,3497,0.26,15.56,65.83,0.09,0.51,,13.04,1.66,petro,78.19,19.29,1,58.9,4364,23064,,,,,,,,,,,
23,NARIÑO,67,IPIALES,48549,0.29,11.11,62.78,0.18,1.02,0.05,17.28,2.9,petro,75.78,19.54,1,56.24,61753,23067,,,,,,,,,,,
23,NARIÑO,73,LA CRUZ,7969,0.19,11.52,68.35,0.09,0.63,0.01,13.78,1.87,petro,79.95,16.28,1,63.67,9765,23073,,,,,,,,,,,
23,NARIÑO,76,LA FLORIDA,5535,0.2,16.44,72.05,0.04,0.34,,6.9,1.77,petro,81.17,16.46,1,64.71,6500,23076,,,,,,,,,,,
