DEP,DEPNOMBRE,MUN,MUNNOMBRE,total_votos_v1,pct_gomez_v1,pct_fico_v1,pct_petro_v1,pct_ingrid_v1,pct_johnmilton_v1,pct_luisperez_v1,pct_rodolfo_v1,pct_fajardo_v1,ganador_v1,pct_petro_v2,pct_rodolfo_v2,gano_petro,margen_victoria,total_votos_v2,cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total,cod_dep_dnp
9,CALDAS,52,LA MERCED,2746,0.36,32.08,18.1,0.07,0.69,0.11,40.6,3.31,rodolfo,25.97,69.31,0,-43.34,2861,17388,La Merced,75.46,54.96,6.91,69.05,53.35,16.71,15.23,6.6,34.5,4165.0,17.0
9,CALDAS,55,MANZANARES,7894,0.32,33.34,14.18,0.05,0.33,0.03,45.91,2.48,rodolfo,21.63,74.4,0,-52.77,8159,17433,Manzanares,66.0,54.5,6.91,66.83,33.04,27.62,16.13,17.95,37.5,16456.0,17.0
9,CALDAS,58,MARMATO,3067,0.46,19.47,24.45,0.23,1.21,0.03,44.02,4.01,rodolfo,36.28,56.95,0,-20.67,3217,17442,Marmato,71.89,54.79,6.91,68.55,80.14,64.31,14.79,13.14,37.6,8117.0,17.0
9,CALDAS,61,MARQUETALIA,6095,0.34,24.53,11.3,0.18,0.67,,56.93,2.87,rodolfo,17.42,78.98,0,-61.56,6457,17444,Marquetalia,64.79,48.13,6.91,62.41,41.76,7.28,15.3,9.68,40.7,12007.0,17.0
9,CALDAS,67,MARULANDA,1092,0.46,34.16,14.38,0.09,0.37,,41.58,4.49,rodolfo,20.25,73.27,0,-53.02,1111,17446,Marulanda,70.19,60.84,6.91,63.97,58.75,38.97,10.04,3.4,34.6,2320.0,17.0
9,CALDAS,76,NEIRA,10799,0.37,33.16,19.8,0.11,0.81,0.03,35.1,5.82,rodolfo,28.36,65.84,0,-37.48,11195,17486,Neira,86.58,73.83,6.91,72.02,34.78,13.96,18.04,6.53,31.3,19243.0,17.0
9,CALDAS,78,NORCASIA,3188,0.56,14.37,23.62,0.06,0.69,0.03,55.24,1.88,rodolfo,30.22,65.22,0,-35.0,3335,17495,Norcasia,78.93,67.42,6.91,67.86,24.92,32.08,33.02,10.35,41.4,5573.0,17.0
9,CALDAS,79,PACORA,6856,0.48,41.83,11.29,0.2,0.71,0.1,34.93,4.54,fico,18.8,75.31,0,-56.51,7055,17513,Pácora,83.39,58.45,6.91,69.07,41.76,12.83,15.42,11.01,33.3,13593.0,17.0
9,CALDAS,82,PALESTINA,7939,0.16,24.74,36.99,0.19,1.13,0.03,28.97,2.63,petro,48.16,47.01,1,1.15,8349,17524,Palestina,87.37,76.52,6.91,73.08,57.65,50.14,9.6,8.59,30.1,13819.0,17.0
9,CALDAS,85,PENSILVANIA,9100,0.22,39.2,14.74,0.09,0.38,0.07,37.75,2.77,fico,22.3,72.59,0,-50.29,9248,17541,Pensilvania,64.66,54.66,6.91,66.2,50.24,44.77,13.71,5.81,37.3,17877.0,17.0
9,CALDAS,103,RIOSUCIO,22468,0.2,33.36,33.26,0.0,0.58,,23.42,3.39,fico,42.72,51.45,0,-8.73,23485,17614,Riosucio,80.27,69.32,6.91,74.16,54.53,9.46,14.29,5.77,29.3,45301.0,17.0
9,CALDAS,106,RISARALDA,5218,0.23,30.62,19.61,0.06,0.79,0.1,41.17,2.82,rodolfo,29.06,66.34,0,-37.28,5537,17616,Risaralda,59.7,49.08,6.91,69.07,49.2,37.2,14.74,6.38,39.4,9568.0,17.0
9,CALDAS,109,SALAMINA,7414,0.18,41.35,20.53,0.07,0.26,0.04,27.31,5.38,fico,29.83,64.58,0,-34.75,7744,17653,Salamina,82.24,69.04,6.91,68.17,32.79,10.14,11.38,9.65,28.7,15931.0,17.0
9,CALDAS,115,SAMANA,8154,0.18,23.76,16.61,0.13,0.28,0.02,53.12,2.29,rodolfo,23.14,72.96,0,-49.82,8966,17662,Samaná,60.51,43.05,6.91,67.36,59.64,4.92,16.23,7.2,39.9,18129.0,17.0
9,CALDAS,120,SAN JOSE,2607,0.15,29.54,20.64,0.04,1.0,,42.08,3.61,rodolfo,32.11,63.85,0,-31.74,2722,17665,San José,60.67,32.24,6.91,69.8,63.59,20.17,17.23,3.74,39.9,4254.0,17.0
9,CALDAS,124,SUPIA,12216,0.27,30.29,24.47,0.16,0.58,0.07,31.86,3.62,rodolfo,33.68,57.5,0,-23.82,12341,17777,Supía,84.37,55.29,6.91,70.59,43.15,13.39,15.35,6.66,31.3,32444.0,17.0
9,CALDAS,127,VICTORIA,4559,0.15,27.05,17.07,0.07,1.23,0.04,48.67,2.81,rodolfo,24.94,70.64,0,-45.7,4803,17867,Victoria,84.68,59.23,6.91,70.2,47.7,28.48,16.6,10.36,34.9,10635.0,17.0
9,CALDAS,130,VILLAMARIA,28506,0.31,25.19,31.72,0.06,0.8,0.11,30.62,6.52,petro,44.03,49.75,0,-5.72,28617,17873,Villamaría,93.61,87.55,6.91,78.61,8.45,4.37,13.07,5.93,17.0,78341.0,17.0
9,CALDAS,133,VITERBO,7590,0.12,37.59,18.37,0.12,0.72,0.07,35.76,3.19,fico,24.94,70.67,0,-45.73,7699,17877,Viterbo,93.11,87.46,6.91,69.98,11.55,30.59,16.87,7.32,26.0,10884.0,17.0
11,CAUCA,1,POPAYAN,158979,0.17,18.64,60.04,0.08,1.28,0.05,12.34,3.77,petro,71.0,24.78,1,46.22,170827,19001,Popayán,96.12,84.9,8.15,77.69,19.89,23.28,19.68,6.7,18.4,385036.0,19.0
11,CAUCA,4,ALMAGUER,6190,0.19,4.25,90.27,0.06,0.18,0.06,2.34,0.58,petro,93.65,4.84,1,88.81,8231,19022,Almaguer,12.84,8.56,6.91,58.28,95.25,32.49,33.89,20.83,62.9,17250.0,19.0
11,CAUCA,5,ARGELIA,11720,0.14,3.08,85.32,0.09,1.04,,5.08,0.78,petro,91.25,4.63,1,86.62,15987,19050,Argelia,50.17,32.53,6.91,70.7,91.74,144.37,24.11,17.53,50.1,29772.0,19.0
11,CAUCA,6,BALBOA,8458,0.28,5.13,82.94,0.08,1.25,0.01,5.14,1.56,petro,88.13,7.6,1,80.53,11625,19075,Balboa,46.56,28.98,6.91,69.85,76.78,87.24,17.27,27.6,47.1,24241.0,19.0
11,CAUCA,7,BOLIVAR,13836,0.17,8.29,83.12,0.05,0.65,0.04,3.76,1.12,petro,90.08,7.58,1,82.5,19153,13000,Bolívar,78.7,50.92,10.57,73.75,27.2,20.11,41.4,21.69,38.04,2299543.0,13.0
11,CAUCA,10,BUENOS AIRES,8437,0.62,16.88,52.1,0.14,4.74,0.23,9.89,3.25,petro,63.87,25.51,1,38.36,11925,19110,Buenos Aires,51.98,16.54,6.91,60.81,97.97,141.24,15.08,11.43,42.5,33741.0,19.0
11,CAUCA,13,CAJIBIO,10614,0.53,18.35,54.02,0.11,3.99,0.02,13.93,3.24,petro,64.44,28.38,1,36.06,14945,19130,Cajibío,34.61,8.04,6.91,69.48,96.59,29.87,23.87,7.25,56.9,54801.0,19.0
11,CAUCA,16,CALDONO,13969,0.33,8.96,76.18,0.19,1.56,0.12,7.24,1.75,petro,85.06,11.64,1,73.42,17563,19137,Caldono,79.43,9.55,6.91,58.23,96.65,75.39,22.59,16.35,56.0,51834.0,19.0
11,CAUCA,19,CALOTO,12501,0.21,12.18,71.62,0.07,1.26,0.03,8.24,2.1,petro,79.22,16.93,1,62.29,14279,19142,Caloto,54.0,27.51,6.91,68.23,84.88,94.47,26.3,7.9,37.4,30357.0,19.0
11,CAUCA,22,CORINTO,11438,0.22,8.76,74.1,0.14,3.5,0.03,7.79,1.66,petro,82.32,13.72,1,68.6,13547,19212,Corinto,57.59,56.43,6.91,67.85,53.89,116.07,27.68,12.15,33.7,27791.0,19.0
11,CAUCA,25,EL TAMBO,15592,0.58,20.2,51.92,0.26,1.53,0.08,14.78,3.69,petro,65.44,27.34,1,38.1,21402,19256,El Tambo,62.07,8.12,6.91,63.02,96.19,97.02,23.64,14.54,46.0,63714.0,19.0
11,CAUCA,27,FLORENCIA,2638,0.38,9.59,75.85,0.08,0.27,,7.51,1.4,petro,81.84,14.36,1,67.48,3189,18001,Florencia,90.7,82.59,7.02,69.22,14.4,18.11,26.39,13.24,29.6,207925.0,18.0
11,CAUCA,28,GUAPI,7542,0.17,4.95,87.93,0.04,2.08,0.03,1.83,0.66,petro,93.39,5.06,1,88.33,8160,19318,Guapi,19.15,10.33,6.91,67.78,51.73,71.08,53.31,83.56,68.9,32141.0,19.0
11,CAUCA,29,GUACHENE,9854,0.39,9.17,76.29,0.06,1.78,0.05,4.29,1.47,petro,85.23,9.9,1,75.33,10528,19300,Guachené,88.39,32.17,6.91,76.23,70.03,98.33,5.4,3.65,20.2,19874.0,19.0
11,CAUCA,31,INZA,10275,0.22,11.27,71.92,0.09,0.69,0.06,11.2,1.59,petro,78.37,18.97,1,59.4,11784,19355,Inzá,24.64,21.8,6.91,63.14,97.39,13.37,18.38,10.06,59.0,26467.0,19.0
11,CAUCA,34,JAMBALO,6438,0.16,1.58,91.58,0.17,2.03,0.16,1.43,0.45,petro,95.75,1.8,1,93.95,7876,19364,Jambaló,68.72,20.99,6.91,60.07,91.78,15.9,14.85,9.21,46.5,20839.0,19.0
11,CAUCA,37,LA SIERRA,4923,0.24,16.62,61.18,0.06,0.33,0.06,15.34,1.71,petro,70.39,25.27,1,45.12,5600,19392,La Sierra,40.12,12.93,6.91,60.61,85.83,36.95,19.59,34.69,53.6,12288.0,19.0
11,CAUCA,40,LA VEGA,7303,0.18,13.99,74.64,0.05,0.58,0.05,6.39,1.19,petro,80.79,17.04,1,63.75,8988,19397,La Vega,39.65,18.85,6.91,60.84,97.58,7.99,15.13,23.94,56.7,22888.0,19.0
11,CAUCA,43,LOPEZ (MICAY),4573,0.77,7.94,82.62,0.07,0.28,0.15,3.85,1.42,petro,89.21,9.1,1,80.11,5903,19418,López,11.62,10.9,6.91,69.66,91.89,15.59,40.19,62.41,81.2,21174.0,19.0
11,CAUCA,46,MERCADERES,6552,0.18,10.12,79.37,0.06,1.3,0.02,5.33,0.58,petro,86.57,10.75,1,75.82,8100,19450,Mercaderes,66.75,28.73,6.91,58.69,76.69,85.23,22.86,29.35,46.6,34678.0,19.0
11,CAUCA,49,MIRANDA,14051,0.12,10.5,73.09,0.09,1.3,0.05,8.95,1.78,petro,80.65,15.61,1,65.04,15113,19455,Miranda,84.82,76.48,6.91,72.45,45.5,110.42,12.97,6.8,21.6,31849.0,19.0
11,CAUCA,52,MORALES,9725,0.47,16.05,56.82,0.17,5.07,0.1,13.34,2.95,petro,69.15,25.17,1,43.98,14027,13473,Morales,47.34,35.02,6.91,60.49,70.93,16.71,66.29,41.0,57.6,27653.0,13.0
11,CAUCA,53,PADILLA,4302,0.21,8.72,74.24,0.02,1.72,0.05,5.18,1.72,petro,82.16,12.75,1,69.41,4613,19513,Padilla,93.81,64.93,6.91,64.46,58.22,98.5,7.6,8.9,22.0,10564.0,19.0
11,CAUCA,55,PAEZ (BELALCAZAR),11590,0.24,7.56,76.38,0.13,0.53,0.07,10.08,1.2,petro,81.81,15.02,1,66.79,13664,15514,Páez,50.47,46.62,6.91,82.33,48.11,0.0,18.4,6.42,36.5,3097.0,15.0
11,CAUCA,58,PATIA (EL BORDO),14709,0.18,9.59,75.33,0.09,1.1,0.03,7.78,1.46,petro,81.73,13.95,1,67.78,16428,19532,Patía,51.61,42.51,6.91,69.67,65.91,105.0,23.39,15.21,44.1,41656.0,19.0
11,CAUCA,60,PIAMONTE,2707,0.48,7.94,54.08,0.15,0.66,,31.62,1.22,petro,64.49,32.31,1,32.18,3089,19533,Piamonte,70.99,30.43,6.91,61.97,78.89,127.54,24.36,11.51,44.0,11466.0,19.0
11,CAUCA,61,PIENDAMO,15866,0.26,17.41,47.86,0.14,4.6,0.09,20.67,4.1,petro,62.36,32.15,1,30.21,18259,19548,Piendamó,93.32,40.0,6.91,68.11,68.66,18.82,13.97,11.39,30.7,42317.0,19.0
11,CAUCA,64,PUERTO TEJADA,21105,0.13,6.45,81.05,0.04,1.77,0.05,4.75,1.61,petro,87.31,9.01,1,78.3,22427,19573,Puerto Tejada,96.97,94.05,6.91,73.84,16.14,129.53,7.12,7.97,16.6,42540.0,19.0
11,CAUCA,67,PURACE (COCONUCO),4683,0.19,17.42,64.68,0.17,0.47,0.02,10.66,1.94,petro,74.63,21.73,1,52.9,5680,19585,Puracé,24.04,22.45,6.91,65.1,92.44,5.6,20.18,14.94,39.5,18219.0,19.0
11,CAUCA,70,ROSAS,4497,0.4,20.75,54.1,0.09,0.24,0.02,17.12,2.07,petro,63.94,31.88,1,32.06,5050,19622,Rosas,46.37,14.4,6.91,59.96,92.47,59.71,18.38,14.55,43.2,13059.0,19.0
11,CAUCA,73,SAN SEBASTIAN,3119,0.22,15.87,73.84,0.1,0.38,0.03,5.26,1.25,petro,83.4,14.09,1,69.31,4132,19693,San Sebastián,59.39,22.81,6.91,58.96,95.95,17.94,13.46,21.09,46.4,10123.0,19.0
11,CAUCA,76,SANTANDER DE QUILICHAO,47555,0.24,13.53,61.96,0.14,3.89,0.06,11.93,2.69,petro,73.69,20.87,1,52.82,54302,19698,Santander de Quilichao,82.66,54.4,6.91,70.28,55.8,128.01,16.44,7.51,23.8,161415.0,19.0
11,CAUCA,79,SANTA ROSA,1943,0.05,12.04,70.46,,0.31,0.1,13.23,1.24,petro,75.56,22.18,1,53.38,2259,13683,Santa Rosa,32.99,1.06,6.91,67.83,10.49,47.86,47.1,72.67,54.3,23416.0,13.0
11,CAUCA,82,SILVIA,13685,0.26,7.31,77.73,0.11,2.08,0.08,6.86,1.74,petro,86.89,10.11,1,76.78,16931,19743,Silvia,34.61,19.35,6.91,60.07,91.1,10.34,14.31,6.23,43.8,42713.0,19.0
11,CAUCA,85,SOTARA (PAISPAMBA),3918,0.38,16.85,62.17,0.08,0.41,0.05,13.09,1.76,petro,71.21,24.6,1,46.61,4422,19760,Sotará,47.44,11.84,6.91,58.41,97.78,13.85,17.66,18.13,32.3,15832.0,19.0
11,CAUCA,86,SUCRE,3210,,4.52,90.84,0.03,0.16,,2.49,0.53,petro,94.24,4.34,1,89.9,4198,19785,Sucre,23.1,19.66,6.91,63.89,84.98,30.53,29.48,58.99,75.5,9736.0,19.0
11,CAUCA,87,SUAREZ,8042,0.22,12.51,65.16,0.05,3.54,0.06,9.67,1.79,petro,71.84,19.72,1,52.12,12131,19780,Suárez,40.04,27.32,6.91,64.2,84.11,84.71,30.58,22.63,44.1,43726.0,19.0
11,CAUCA,88,TIMBIO,15849,0.14,18.25,54.74,0.11,1.12,0.01,18.49,2.43,petro,66.01,29.03,1,36.98,17596,19807,Timbío,93.07,39.53,6.91,63.78,61.69,35.25,19.66,12.36,35.7,45128.0,19.0
11,CAUCA,91,TIMBIQUI,7437,0.11,1.68,95.15,0.08,0.13,,1.29,0.46,petro,98.36,1.25,1,97.11,8777,19809,Timbiquí,18.25,15.55,6.91,62.0,78.53,33.29,58.85,77.17,72.4,36457.0,19.0
11,CAUCA,94,TORIBIO,13515,0.22,2.6,90.87,0.09,1.35,0.05,2.26,0.84,petro,93.19,4.2,1,88.99,16037,19821,Toribío,67.54,20.15,6.91,72.03,95.29,40.23,22.47,10.2,45.1,48061.0,19.0
11,CAUCA,97,TOTORO,6299,0.3,8.94,78.5,0.13,1.06,0.05,6.29,1.75,petro,85.79,11.93,1,73.86,7880,19824,Totoró,12.35,11.01,6.91,54.42,96.63,15.49,22.92,32.27,55.1,29411.0,19.0
11,CAUCA,98,VILLA RICA,9717,0.17,6.34,81.13,0.02,1.84,0.06,4.53,1.38,petro,87.98,8.54,1,79.44,10288,19845,Villa Rica,49.76,71.58,6.91,80.47,34.15,119.96,6.56,12.78,22.7,25638.0,19.0
12,CESAR,1,VALLEDUPAR,170027,0.14,22.07,47.65,0.05,1.45,0.03,24.21,1.74,petro,57.43,39.57,1,17.86,184127,20001,Valledupar,88.84,81.7,8.21,75.44,12.49,26.08,45.35,13.83,30.5,813654.0,20.0
12,CESAR,75,AGUACHICA,42868,0.17,14.21,25.98,0.04,2.99,0.03,52.61,1.45,rodolfo,33.46,63.54,0,-30.08,44821,20011,Aguachica,91.13,80.08,6.91,72.41,13.39,39.06,38.51,15.8,37.0,170469.0,20.0
12,CESAR,150,AGUSTIN CODAZZI,22943,0.24,19.71,48.25,0.05,2.49,0.02,23.71,2.88,petro,58.97,38.29,1,20.68,25508,20013,Agustín Codazzi,79.42,71.85,6.91,71.7,22.31,25.38,33.62,27.27,44.5,68954.0,20.0
12,CESAR,170,ASTREA,6994,0.21,32.28,41.76,0.03,0.97,0.04,21.6,1.16,petro,47.26,51.07,0,-3.81,7545,20032,Astrea,74.22,58.01,6.91,60.03,47.3,13.75,36.22,36.65,52.8,21316.0,20.0
12,CESAR,180,BECERRIL,7320,0.16,10.63,61.28,0.05,0.9,0.01,22.9,1.17,petro,69.12,28.35,1,40.77,8637,20045,Becerril,80.0,62.08,6.91,67.9,26.06,20.71,66.99,25.98,48.6,34847.0,20.0
12,CESAR,200,BOSCONIA,14704,0.23,16.57,46.85,0.05,0.85,0.02,32.12,1.05,petro,58.44,39.19,1,19.25,16064,20060,Bosconia,85.88,78.11,6.91,72.23,6.7,49.02,44.52,30.72,43.8,59481.0,20.0
12,CESAR,225,CURUMANI,14124,0.28,13.76,46.33,0.07,1.74,0.03,33.86,1.31,petro,53.85,43.26,1,10.59,15862,20228,Curumaní,83.02,73.46,6.91,71.12,30.02,29.21,31.74,26.97,45.8,54299.0,20.0
12,CESAR,300,CHIMICHAGUA,10294,0.24,32.39,39.1,0.02,2.25,0.05,23.0,1.3,petro,44.65,53.54,0,-8.89,11796,20175,Chimichagua,74.07,39.0,6.91,70.78,61.06,2.67,29.06,30.1,52.5,36405.0,20.0
12,CESAR,375,CHIRIGUANA,11063,0.19,18.05,55.1,0.03,0.6,0.02,23.02,0.97,petro,61.6,36.46,1,25.14,12887,20178,Chiriguaná,83.05,70.28,6.91,70.57,41.27,58.66,20.55,28.52,41.3,37590.0,20.0
12,CESAR,410,EL COPEY,11650,0.15,20.6,59.56,0.04,1.02,,15.57,0.96,petro,66.97,31.15,1,35.82,13113,20238,El Copey,87.89,73.52,6.91,72.64,25.24,67.12,35.07,24.65,48.2,38876.0,20.0
12,CESAR,415,EL PASO,13662,0.21,10.39,66.84,0.03,1.25,0.01,17.8,0.86,petro,74.66,23.53,1,51.13,14784,20250,El Paso,86.41,72.77,6.91,72.81,82.93,59.07,20.65,30.83,40.7,52948.0,20.0
12,CESAR,450,GAMARRA,5879,0.24,15.75,25.91,,1.39,0.05,54.07,1.12,rodolfo,32.22,66.31,0,-34.09,6433,20295,Gamarra,90.21,46.69,6.91,65.77,35.1,18.26,20.33,24.26,48.6,14403.0,20.0
12,CESAR,525,GONZALEZ,2357,0.47,11.96,18.12,0.04,0.04,,66.1,1.15,rodolfo,24.22,73.88,0,-49.66,2580,20310,González,56.38,32.08,6.91,54.87,69.85,84.55,24.55,13.16,56.6,5377.0,20.0
12,CESAR,600,LA GLORIA,5976,0.13,21.05,34.29,0.03,1.89,0.07,39.83,0.82,rodolfo,40.99,57.16,0,-16.17,6568,20383,La Gloria,82.72,58.02,6.91,72.62,65.62,10.47,26.16,20.42,44.4,20527.0,20.0
12,CESAR,608,LA JAGUA DE IBIRICO,16006,0.16,10.08,59.87,0.02,3.4,0.03,22.45,1.11,petro,70.22,26.87,1,43.35,17379,20400,La Jagua de Ibirico,85.75,78.69,6.91,69.49,23.11,20.84,34.73,16.89,32.6,70435.0,20.0
12,CESAR,625,MANAURE BALCON DEL CESAR (MANA,4652,0.34,20.08,45.89,0.02,0.95,0.06,28.93,1.42,petro,53.77,43.93,1,9.84,5174,20443,Manaure,82.53,59.03,6.91,62.29,17.42,36.17,51.06,23.98,41.2,13544.0,20.0
12,CESAR,650,PAILITAS,7942,0.13,7.82,33.87,0.06,6.91,,48.45,1.01,rodolfo,41.05,56.82,0,-15.77,8750,20517,Pailitas,76.51,69.58,6.91,63.06,25.67,24.5,36.69,22.03,46.1,22491.0,20.0
12,CESAR,700,PELAYA,8033,0.2,10.02,22.16,0.05,1.58,0.06,63.61,0.62,rodolfo,26.99,71.36,0,-44.37,8869,20550,Pelaya,80.07,67.35,6.91,70.25,31.27,25.99,31.3,24.77,51.0,28268.0,20.0
12,CESAR,720,PUEBLO BELLO,7225,0.32,14.59,46.23,0.19,2.02,0.08,32.71,1.48,petro,57.68,39.46,1,18.22,9514,20570,Pueblo Bello,43.0,35.04,6.91,61.27,68.86,6.56,86.42,26.48,74.9,42771.0,20.0
12,CESAR,750,RIO DE ORO,8989,0.24,14.05,21.82,,1.01,0.01,59.44,1.3,rodolfo,29.2,68.2,0,-39.0,9811,20614,Río de Oro,65.87,53.71,6.91,73.8,53.27,10.85,28.13,13.78,48.3,21949.0,20.0
12,CESAR,800,SAN ALBERTO,11491,0.22,5.87,28.2,0.03,1.33,0.01,61.88,0.63,rodolfo,35.04,62.92,0,-27.88,11669,20710,San Alberto,87.81,79.21,6.91,73.79,19.79,23.75,25.3,10.43,31.9,38598.0,20.0
12,CESAR,825,LA PAZ,10169,0.18,28.58,33.41,0.05,1.42,0.04,33.09,1.35,petro,41.09,56.76,0,-15.67,11398,20621,La Paz,70.61,67.44,6.91,68.25,29.89,26.1,37.73,24.71,41.7,39122.0,20.0
12,CESAR,850,SAN DIEGO,7655,0.09,28.62,39.88,0.01,1.14,0.03,26.54,1.21,petro,47.09,50.51,0,-3.42,8577,20750,San Diego,79.7,65.87,6.91,62.05,46.28,23.59,28.46,16.75,40.7,31003.0,20.0
12,CESAR,875,SAN MARTIN,11689,0.16,6.9,26.02,0.03,1.87,0.02,61.44,0.86,rodolfo,34.06,63.29,0,-29.23,11622,20770,San Martín,84.99,72.04,6.91,78.53,44.93,16.78,28.6,19.86,41.7,43513.0,20.0
12,CESAR,900,TAMALAMEQUE,4818,0.23,18.29,47.43,0.04,1.74,0.02,29.56,1.25,petro,52.0,46.68,1,5.32,5754,20787,Tamalameque,77.19,50.68,6.91,70.84,60.61,29.82,22.45,30.0,47.5,16058.0,20.0
13,CORDOBA,1,MONTERIA,173364,0.13,30.4,46.84,0.03,1.06,0.02,17.19,1.94,petro,57.14,40.08,1,17.06,195316,23001,Montería,88.43,67.77,4.1,74.05,21.76,21.64,45.93,12.55,27.1,725608.0,23.0
13,CORDOBA,4,AYAPEL,13000,0.24,33.33,45.69,0.03,1.1,0.05,15.52,1.55,petro,53.34,44.02,1,9.32,14930,23068,Ayapel,24.41,24.6,6.91,72.7,41.17,4.17,67.52,35.43,62.4,50952.0,23.0
13,CORDOBA,7,BUENAVISTA,8194,0.09,23.4,54.16,0.06,1.03,0.04,16.96,1.88,petro,62.74,34.5,1,28.24,9124,15109,Buenavista,50.8,17.42,6.91,61.21,73.82,0.0,16.37,5.69,44.9,4026.0,15.0
13,CORDOBA,9,CANALETE,6329,0.35,29.48,54.68,0.09,0.65,0.06,10.78,1.88,petro,58.07,40.5,1,17.57,8467,23090,Canalete,46.36,20.14,6.91,63.59,75.11,6.48,87.54,40.52,68.2,17335.0,23.0
13,CORDOBA,10,CERETE,38297,0.14,25.98,53.92,0.02,0.89,0.02,15.03,1.46,petro,64.3,32.87,1,31.43,45553,23162,Cereté,87.08,30.02,6.91,72.89,44.19,39.08,28.58,21.92,34.4,145960.0,23.0
13,CORDOBA,13,CIENAGA DE ORO,24648,0.08,27.08,61.44,0.02,1.04,0.02,7.16,1.05,petro,72.67,24.98,1,47.69,28050,23189,Ciénaga de Oro,66.44,26.04,6.91,76.17,63.36,29.3,42.06,28.65,52.3,63054.0,23.0
13,CORDOBA,14,COTORRA (BONGO),7691,0.18,26.21,55.52,,1.11,0.01,14.71,0.82,petro,63.63,34.72,1,28.91,9331,23300,Cotorra,85.08,2.89,6.91,49.01,68.71,10.08,19.7,31.58,39.7,25421.0,23.0
13,CORDOBA,16,CHIMA,6226,0.18,34.39,52.04,0.02,1.06,0.05,9.72,1.11,petro,57.01,41.65,1,15.36,7819,23168,Chimá,31.13,20.4,6.91,64.34,80.91,49.52,34.95,45.31,57.8,21382.0,23.0
13,CORDOBA,19,CHINU,22107,0.16,38.48,37.6,0.03,1.56,0.03,18.24,1.61,fico,45.77,51.93,0,-6.16,24103,23182,Chinú,87.17,48.29,6.91,72.31,57.59,36.42,27.04,22.64,45.3,56235.0,23.0
13,CORDOBA,20,LA APARTADA (FRONTERA),5612,0.18,18.32,61.03,0.02,0.93,0.02,15.27,1.25,petro,72.87,24.12,1,48.75,6160,23350,La Apartada,61.83,51.94,6.91,71.55,23.98,38.85,24.57,31.77,52.6,18385.0,23.0
13,CORDOBA,22,LORICA,42362,0.2,26.43,55.69,0.04,1.05,0.04,13.04,1.39,petro,65.25,32.27,1,32.98,50386,23417,Lorica,69.37,33.71,6.91,70.09,51.31,20.48,38.79,27.47,41.1,118644.0,23.0
13,CORDOBA,23,LOS CORDOBAS,6073,0.1,34.93,44.77,0.08,0.81,0.03,15.31,1.71,petro,54.48,43.36,1,11.12,8098,23419,Los Córdobas,26.25,13.94,6.91,66.54,80.54,5.1,76.33,51.38,60.5,17570.0,23.0
13,CORDOBA,24,MOMIL,7618,0.2,34.0,46.38,0.05,0.87,0.03,15.57,0.96,petro,54.2,43.68,1,10.52,8989,23464,Momil,75.42,43.87,6.91,68.3,39.63,24.48,15.85,31.35,42.1,25403.0,23.0
13,CORDOBA,25,MONTELIBANO,30967,0.14,13.46,70.81,0.05,1.87,0.04,9.88,1.1,petro,79.34,18.15,1,61.19,33840,23466,Montelíbano,63.06,61.98,6.91,59.78,25.71,28.67,65.05,15.77,41.1,92015.0,23.0
13,CORDOBA,27,MOÑITOS,7968,0.26,37.99,45.54,0.05,0.9,0.05,11.12,2.13,petro,52.65,45.66,1,6.99,10355,23500,Moñitos,51.15,4.71,6.91,69.43,78.57,3.22,75.65,43.73,65.4,35967.0,23.0
13,CORDOBA,28,PLANETA RICA,24903,0.12,25.53,48.16,0.04,1.37,0.03,20.95,1.51,petro,57.76,39.46,1,18.3,27966,23555,Planeta Rica,64.36,60.74,6.91,71.53,36.18,39.55,52.42,23.46,43.0,62797.0,23.0
13,CORDOBA,31,PUEBLO NUEVO,12425,0.17,30.62,43.49,0.03,0.89,0.01,21.15,1.86,petro,49.86,48.0,1,1.86,14519,23570,Pueblo Nuevo,85.62,29.27,6.91,69.44,72.04,16.2,50.02,26.89,52.9,38820.0,23.0
13,CORDOBA,32,PUERTO LIBERTADOR,14215,0.16,12.07,67.89,0.06,1.61,0.06,14.03,1.42,petro,77.72,19.53,1,58.19,16172,23580,Puerto Libertador,48.02,18.12,6.91,72.2,69.13,18.09,70.44,25.21,58.9,50302.0,23.0
13,CORDOBA,33,PUERTO ESCONDIDO,7664,0.48,35.33,45.19,0.01,1.1,0.04,13.96,2.19,petro,49.65,48.9,1,0.75,10086,23574,Puerto Escondido,28.48,1.78,6.91,65.53,83.24,4.04,81.23,42.88,67.9,23548.0,23.0
13,CORDOBA,34,PURISIMA,6406,0.31,35.58,39.21,0.02,1.31,0.02,20.15,1.3,petro,46.65,51.42,0,-4.77,8053,23586,Purísima,56.93,36.5,6.91,65.78,57.99,28.01,42.89,28.84,53.1,21619.0,23.0
13,CORDOBA,37,SAHAGUN,41183,0.17,22.97,55.68,0.03,1.46,0.03,16.35,1.28,petro,65.23,32.34,1,32.89,44870,23660,Sahagún,74.28,51.76,6.91,83.01,50.99,26.81,27.41,22.9,40.4,131939.0,23.0
