MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,pct_cepeda_v1,pct_oposicion_v1,pct_cepeda_v2_pred,pct_oposicion_v2_pred,gana_cepeda_pred,margen_pred,ganador_pred,zona_riesgo,quintil_ipm
PUERTO BOYACA,BOYACA,15572.0,33.6,22.09,51.09,88.43,81.45,11.36,21.18,79.48,46639.0,40.42969817155085,59.57030182844915,47.234726170727704,52.765273829272296,0,-5.53,Oposición,Moderado (5-15%),Bajo
QUIPAMA,BOYACA,15580.0,64.6,63.73,59.8,31.44,30.17,25.82,46.78,61.67,4525.0,48.07166377125548,51.92833622874452,52.57082862658858,47.42917137341142,1,5.14,Cepeda,Moderado (5-15%),Muy alto
RAMIRIQUI,BOYACA,15599.0,31.4,49.31,9.79,80.1,46.04,5.18,17.75,75.31,9388.0,42.96739950422782,57.03260049577218,49.73271624924615,50.26728375075385,1,-0.53,Cepeda,Reñido (<5%),Bajo
RAQUIRA,BOYACA,15600.0,31.3,59.11,12.29,69.83,32.37,6.55,17.4,65.79,7349.0,43.95676480137925,56.04323519862075,50.22746189571872,49.77253810428128,1,0.45,Cepeda,Reñido (<5%),Bajo
RONDON,BOYACA,15621.0,46.9,65.16,0.0,48.41,36.22,2.09,9.96,57.58,2216.0,46.28108415158448,53.71891584841552,51.008839975081486,48.991160024918514,1,2.02,Cepeda,Reñido (<5%),Alto
SABOYA,BOYACA,15632.0,41.8,86.09,0.0,64.37,8.95,7.95,16.62,69.04,13743.0,47.85946555669018,52.14053444330982,54.018909652937324,45.981090347062676,1,8.04,Cepeda,Moderado (5-15%),Medio
SACHICA,BOYACA,15638.0,23.8,43.09,0.0,91.45,52.38,5.55,12.48,77.58,6980.0,41.501001426309536,58.498998573690464,48.837065232452346,51.162934767547654,0,-2.33,Oposición,Reñido (<5%),Muy bajo
SAMACA,BOYACA,15646.0,21.5,49.04,26.21,88.17,43.91,6.68,10.77,81.15,19380.0,41.856689062568485,58.143310937431515,49.46692440631659,50.53307559368341,1,-1.07,Cepeda,Reñido (<5%),Muy bajo
SAN EDUARDO,BOYACA,15660.0,35.9,45.48,59.45,74.87,43.03,3.11,18.01,64.98,1350.0,43.0688048600852,56.9311951399148,49.0601237186008,50.9398762813992,1,-1.88,Cepeda,Reñido (<5%),Bajo
SAN JOSE DE PARE,BOYACA,15664.0,50.8,70.73,0.0,45.42,17.28,12.58,18.86,69.01,3676.0,47.27632138425674,52.72367861574326,52.82293203343022,47.17706796656978,1,5.65,Cepeda,Moderado (5-15%),Alto
SAN LUIS DE GACENO,BOYACA,15667.0,31.4,46.82,18.03,57.44,45.49,7.01,21.69,66.61,4148.0,42.71324006766561,57.28675993233439,48.66107003343312,51.33892996656688,1,-2.68,Cepeda,Reñido (<5%),Bajo
SAN MATEO,BOYACA,15673.0,45.8,53.96,0.0,71.82,32.72,7.65,27.38,55.41,3130.0,45.01752693795971,54.98247306204029,50.379133407427204,49.620866592572796,0,0.76,Oposición,Reñido (<5%),Alto
SAN MIGUEL DE SEMA,BOYACA,15676.0,35.6,78.1,0.0,56.83,14.6,12.25,8.54,70.24,2721.0,46.36557279400147,53.63442720599853,52.721720091995344,47.278279908004656,1,5.44,Cepeda,Moderado (5-15%),Bajo
SAN PABLO DE BORBUR,BOYACA,15681.0,53.7,81.34,14.69,30.48,22.29,11.01,24.19,67.09,5942.0,48.67659262345402,51.32340737654598,53.53151199025952,46.46848800974048,1,7.06,Cepeda,Moderado (5-15%),Alto
SANTANA,BOYACA,15686.0,40.5,57.05,12.8,73.01,34.72,8.57,18.12,66.19,7104.0,44.7530609032762,55.2469390967238,50.80905649565485,49.19094350434515,1,1.62,Cepeda,Reñido (<5%),Medio
SANTA MARIA,BOYACA,15690.0,29.0,32.97,0.0,64.71,58.84,5.48,19.52,76.6,3479.0,41.03695993993482,58.96304006006518,47.57384912218261,52.42615087781739,1,-4.85,Cepeda,Reñido (<5%),Bajo
SANTA ROSA DE VITERBO,BOYACA,15693.0,19.0,31.49,0.0,92.94,67.51,3.17,11.73,82.42,12989.0,39.791801383157846,60.208198616842154,47.35862213957559,52.64137786042441,0,-5.28,Oposición,Moderado (5-15%),Muy bajo
SANTA SOFIA,BOYACA,15696.0,31.4,58.51,0.0,83.28,24.92,10.98,9.48,84.3,3201.0,43.906462482690614,56.093537517309386,51.56497968545094,48.43502031454906,1,3.13,Cepeda,Reñido (<5%),Bajo
SATIVANORTE,BOYACA,15720.0,51.6,59.54,0.0,75.64,33.25,7.89,26.71,58.29,1441.0,46.22166235296752,53.77833764703248,51.557224091123366,48.442775908876634,1,3.11,Cepeda,Reñido (<5%),Alto
SATIVASUR,BOYACA,15723.0,29.7,64.45,0.0,85.46,27.0,4.79,8.51,61.04,723.0,44.32677491254399,55.67322508745601,50.76344368136739,49.23655631863261,0,1.53,Oposición,Reñido (<5%),Bajo
SIACHOQUE,BOYACA,15740.0,45.1,75.71,0.0,82.97,20.19,20.7,19.52,65.53,6096.0,47.16100787226082,52.83899212773918,53.58978826479644,46.41021173520356,1,7.18,Cepeda,Moderado (5-15%),Alto
SOATA,BOYACA,15753.0,17.3,21.48,11.24,91.48,71.33,4.96,14.48,66.7,8970.0,38.58406441013279,61.41593558986721,45.462795450555255,54.537204549444745,0,-9.07,Oposición,Moderado (5-15%),Muy bajo
SOCOTA,BOYACA,15755.0,52.9,71.38,13.68,50.9,19.14,9.9,31.22,61.96,6664.0,47.572427524907575,52.427572475092425,52.700625501118644,47.299374498881356,1,5.4,Cepeda,Moderado (5-15%),Alto
SOCHA,BOYACA,15757.0,20.8,37.83,24.41,91.78,54.42,7.15,11.27,69.39,8679.0,40.63587480446375,59.36412519553625,47.70939453347414,52.29060546652586,0,-4.58,Oposición,Reñido (<5%),Muy bajo
SOGAMOSO,BOYACA,15759.0,10.4,8.37,7.52,97.89,91.02,3.08,7.77,76.66,157022.0,36.490976252256566,63.509023747743434,43.96026935088749,56.03973064911251,0,-12.08,Oposición,Moderado (5-15%),Muy bajo
SOMONDOCO,BOYACA,15761.0,41.0,68.36,0.0,62.2,21.83,2.35,11.26,64.77,2671.0,45.96220052959418,54.03779947040582,51.71373929860137,48.28626070139863,1,3.43,Cepeda,Reñido (<5%),Medio
SORA,BOYACA,15762.0,55.3,75.86,0.0,80.96,19.28,8.97,14.61,57.63,2920.0,48.292292423486586,51.707707576513414,53.70749624996327,46.29250375003673,1,7.41,Cepeda,Moderado (5-15%),Muy alto
SORACA,BOYACA,15764.0,38.5,64.99,16.26,82.12,26.63,8.2,12.31,68.34,5715.0,45.34469470177076,54.65530529822924,51.81787104675937,48.18212895324063,1,3.64,Cepeda,Reñido (<5%),Medio
SOTAQUIRA,BOYACA,15763.0,35.4,81.88,11.88,90.76,17.99,7.1,19.19,75.65,6401.0,46.72952335359983,53.27047664640017,53.82136889195074,46.17863110804926,1,7.64,Cepeda,Moderado (5-15%),Bajo
SUSACON,BOYACA,15774.0,37.1,68.89,36.5,71.1,21.97,7.77,16.5,56.79,2494.0,45.5896028804679,54.4103971195321,51.34740709011105,48.65259290988895,1,2.69,Cepeda,Reñido (<5%),Medio
SUTAMARCHAN,BOYACA,15776.0,31.1,52.08,0.0,55.22,33.92,5.81,14.0,72.35,5945.0,43.21731636128383,56.78268363871617,49.54074550820323,50.45925449179677,1,-0.92,Cepeda,Reñido (<5%),Bajo
SUTATENZA,BOYACA,15778.0,47.4,74.59,0.0,41.79,19.0,6.83,12.9,67.33,3463.0,47.29832829969484,52.70167170030516,52.63815776004646,47.36184223995354,1,5.28,Cepeda,Moderado (5-15%),Alto
TASCO,BOYACA,15790.0,31.4,63.07,0.0,94.31,35.53,6.34,12.49,63.41,5454.0,44.37191108940696,55.62808891059304,50.952161381226624,49.047838618773376,0,1.9,Oposición,Reñido (<5%),Bajo
TENZA,BOYACA,15798.0,41.1,61.47,0.0,45.25,31.91,3.82,11.89,62.61,2619.0,45.26986493541305,54.73013506458695,50.50290245205173,49.49709754794827,1,1.01,Cepeda,Reñido (<5%),Medio
TIBANA,BOYACA,15804.0,47.0,72.5,10.82,78.24,21.26,7.11,16.18,69.07,7543.0,47.04123401213438,52.95876598786562,53.18184060287596,46.81815939712404,1,6.36,Cepeda,Moderado (5-15%),Alto
TIBASOSA,BOYACA,15806.0,14.3,58.09,7.46,95.32,54.88,2.82,9.35,84.24,13146.0,41.99269506092148,58.00730493907852,49.85405936910133,50.14594063089867,1,-0.29,Cepeda,Reñido (<5%),Muy bajo
TINJACA,BOYACA,15808.0,35.2,67.84,29.44,53.66,23.76,3.85,14.19,59.11,3803.0,45.27454975274091,54.72545024725909,50.76369375831857,49.23630624168143,1,1.53,Cepeda,Reñido (<5%),Bajo
TIPACOQUE,BOYACA,15810.0,41.6,62.71,0.0,31.83,26.63,13.55,26.54,59.69,2435.0,45.451138888565765,54.548861111434235,50.52551217828122,49.47448782171878,1,1.05,Cepeda,Reñido (<5%),Medio
TOCA,BOYACA,15814.0,30.2,42.13,11.1,90.26,48.09,7.37,12.42,69.84,8428.0,42.103231064328945,57.896768935671055,48.92133073849071,51.07866926150929,0,-2.16,Oposición,Reñido (<5%),Bajo
TOGUI,BOYACA,15816.0,50.0,78.27,0.0,68.16,16.1,7.25,28.14,62.45,3920.0,47.95841738604713,52.04158261395287,53.512275079669195,46.487724920330805,1,7.02,Cepeda,Moderado (5-15%),Alto
TOPAGA,BOYACA,15820.0,28.7,61.54,26.85,72.94,47.59,12.98,11.66,65.12,3367.0,43.9203360192017,56.0796639807983,50.20350680997964,49.79649319002036,0,0.41,Oposición,Reñido (<5%),Bajo
TOTA,BOYACA,15822.0,47.9,75.16,0.0,83.97,18.61,7.54,18.59,66.71,4123.0,47.411213970720375,52.588786029279625,53.559698533202074,46.440301466797926,1,7.12,Cepeda,Moderado (5-15%),Alto
TUNUNGUA,BOYACA,15832.0,42.1,75.36,63.01,73.33,15.15,10.76,21.88,74.07,1315.0,46.797055079138104,53.202944920861896,53.352177096744555,46.647822903255445,1,6.7,Cepeda,Moderado (5-15%),Medio
TURMEQUE,BOYACA,15835.0,45.1,57.15,16.13,91.1,34.59,6.98,14.19,65.14,4002.0,45.266550385275,54.733449614725,51.44255483246734,48.55744516753266,1,2.89,Cepeda,Reñido (<5%),Alto
TUTA,BOYACA,15837.0,32.8,61.79,0.0,91.17,29.39,4.39,14.62,79.82,6843.0,44.39443171544596,55.60556828455404,51.7075860703017,48.2924139296983,1,3.42,Cepeda,Reñido (<5%),Bajo
TUTAZA,BOYACA,15839.0,36.4,84.76,49.04,73.55,17.24,16.57,15.94,67.86,1568.0,47.13290008505582,52.86709991494418,53.64226067924744,46.35773932075256,1,7.28,Cepeda,Moderado (5-15%),Medio
UMBITA,BOYACA,15842.0,49.4,78.54,13.07,79.22,13.88,10.38,10.11,71.37,6794.0,47.920331328800565,52.079668671199435,54.25294267495319,45.74705732504681,1,8.51,Cepeda,Moderado (5-15%),Alto
VENTAQUEMADA,BOYACA,15861.0,25.7,76.85,12.26,93.45,26.87,5.76,6.41,75.42,17322.0,45.154831730723274,54.845168269276726,52.510731367457026,47.489268632542974,1,5.02,Cepeda,Moderado (5-15%),Muy bajo
VIRACACHA,BOYACA,15879.0,45.1,77.68,0.0,86.05,16.63,6.05,14.38,61.44,2567.0,47.3620898361273,52.6379101638727,53.380381813536204,46.619618186463796,1,6.76,Cepeda,Moderado (5-15%),Alto
ZETAQUIRA,BOYACA,15897.0,50.7,65.45,0.0,62.13,22.7,6.9,23.74,79.42,4275.0,46.726439973232196,53.273560026767804,52.93737894909352,47.06262105090648,1,5.87,Cepeda,Moderado (5-15%),Alto
MANIZALES,CALDAS,17001.0,13.9,3.76,7.71,96.29,93.98,5.74,12.83,76.35,507551.0,36.403356208698376,63.596643791301624,43.692728205662995,56.307271794337005,0,-12.61,Oposición,Moderado (5-15%),Muy bajo
AGUADAS,CALDAS,17013.0,30.0,40.47,12.79,78.77,58.76,8.36,13.45,69.61,17753.0,41.911909601879735,58.088090398120265,48.36608634686545,51.63391365313455,0,-3.27,Oposición,Reñido (<5%),Bajo
ANSERMA,CALDAS,17042.0,32.5,34.82,10.71,72.69,65.35,8.64,13.37,69.92,33633.0,41.60872542255811,58.39127457744189,47.8151176308897,52.1848823691103,0,-4.37,Oposición,Reñido (<5%),Bajo
ARANZAZU,CALDAS,17050.0,32.1,26.43,27.93,88.0,71.33,6.16,16.26,67.47,9770.0,40.70857713887639,59.29142286112361,47.01687814749603,52.98312185250397,0,-5.97,Oposición,Moderado (5-15%),Bajo
BELALCAZAR,CALDAS,17088.0,41.2,46.56,18.46,70.56,54.44,8.92,24.16,68.51,8935.0,43.75891139696326,56.24108860303674,49.62698028698926,50.37301971301074,1,-0.75,Cepeda,Reñido (<5%),Medio
CHINCHINA,CALDAS,17174.0,21.8,8.71,24.44,96.2,93.69,7.05,14.74,72.31,43208.0,37.772945523875244,62.227054476124756,44.642781143776986,55.357218856223014,0,-10.71,Oposición,Moderado (5-15%),Muy bajo
FILADELFIA,CALDAS,17272.0,36.2,56.2,8.62,78.55,64.73,5.28,13.63,67.09,8066.0,44.19584013123171,55.80415986876829,50.05062660688397,49.94937339311603,0,0.1,Oposición,Reñido (<5%),Bajo
LA DORADA,CALDAS,17380.0,26.8,9.58,26.55,94.24,87.78,11.24,23.51,62.9,63960.0,38.40879417043766,61.59120582956234,44.7726571920131,55.2273428079869,0,-10.45,Oposición,Moderado (5-15%),Muy bajo
LA MERCED,CALDAS,17388.0,34.5,53.35,16.71,75.46,54.96,6.6,15.23,69.05,4165.0,43.71893912840161,56.28106087159839,49.85091548251093,50.14908451748907,1,-0.3,Cepeda,Reñido (<5%),Bajo
MANZANARES,CALDAS,17433.0,37.5,33.04,27.62,66.0,54.5,17.95,16.13,66.83,16456.0,41.97408310249809,58.02591689750191,48.086870466858706,51.913129533141294,0,-3.83,Oposición,Reñido (<5%),Medio
MARMATO,CALDAS,17442.0,37.6,80.14,64.31,71.89,54.79,13.14,14.79,68.55,8117.0,46.79261818301329,53.20738181698671,52.64476332134673,47.35523667865327,1,5.29,Cepeda,Moderado (5-15%),Medio
MARQUETALIA,CALDAS,17444.0,40.7,41.76,7.28,64.79,48.13,9.68,15.3,62.41,12007.0,43.21426089997059,56.78573910002941,48.85227980319023,51.14772019680977,0,-2.3,Oposición,Reñido (<5%),Medio
MARULANDA,CALDAS,17446.0,34.6,58.75,38.97,70.19,60.84,3.4,10.04,63.97,2320.0,44.28106918697132,55.71893081302868,49.85219973755662,50.14780026244338,1,-0.3,Cepeda,Reñido (<5%),Bajo
NEIRA,CALDAS,17486.0,31.3,34.78,13.96,86.58,73.83,6.53,18.04,72.02,19243.0,41.47335151159666,58.52664848840334,47.92278995604306,52.07721004395694,0,-4.15,Oposición,Reñido (<5%),Bajo
NORCASIA,CALDAS,17495.0,41.4,24.92,32.08,78.93,67.42,10.35,33.02,67.86,5573.0,41.57195379439256,58.42804620560744,47.53384743586939,52.46615256413061,0,-4.93,Oposición,Reñido (<5%),Medio
PACORA,CALDAS,17513.0,33.3,41.76,12.83,83.39,58.45,11.01,15.42,69.07,13593.0,42.40463289121785,57.59536710878215,48.863059303662325,51.136940696337675,0,-2.27,Oposición,Reñido (<5%),Bajo
PALESTINA,CALDAS,17524.0,30.1,57.65,50.14,87.37,76.52,8.59,9.6,73.08,13819.0,43.67644856113333,56.32355143886667,50.0632570203331,49.9367429796669,0,0.13,Oposición,Reñido (<5%),Bajo
PENSILVANIA,CALDAS,17541.0,37.3,50.24,44.77,64.66,54.66,5.81,13.71,66.2,17877.0,43.70784074589761,56.29215925410239,49.37315245506097,50.62684754493903,1,-1.25,Cepeda,Reñido (<5%),Medio
RIOSUCIO,CALDAS,17614.0,29.3,54.53,9.46,80.27,69.32,5.77,14.29,74.16,45301.0,43.2704563726614,56.7295436273386,49.686485463995126,50.313514536004874,0,-0.63,Oposición,Reñido (<5%),Bajo
RISARALDA,CALDAS,17616.0,39.4,49.2,37.2,59.7,49.08,6.38,14.74,69.07,9568.0,43.83144510028735,56.16855489971265,49.5717310661969,50.4282689338031,1,-0.86,Cepeda,Reñido (<5%),Medio
SALAMINA,CALDAS,17653.0,28.7,32.79,10.14,82.24,69.04,9.65,11.38,68.17,15931.0,40.98576421150547,59.01423578849453,47.41736737017604,52.58263262982396,0,-5.17,Oposición,Moderado (5-15%),Bajo
SAMANA,CALDAS,17662.0,39.9,59.64,4.92,60.51,43.05,7.2,16.23,67.36,18129.0,44.95178203190286,55.04821796809714,50.67016648564544,49.32983351435456,1,1.34,Cepeda,Reñido (<5%),Medio
SAN JOSE,CALDAS,17665.0,39.9,63.59,20.17,60.67,32.24,3.74,17.23,69.8,4254.0,45.3549666802646,54.6450333197354,51.24025242329812,48.75974757670188,1,2.48,Cepeda,Reñido (<5%),Medio
SUPIA,CALDAS,17777.0,31.3,43.15,13.39,84.37,55.29,6.66,15.35,70.59,32444.0,42.32769467787205,57.67230532212795,48.88751617129404,51.11248382870596,0,-2.22,Oposición,Reñido (<5%),Bajo
VICTORIA,CALDAS,17867.0,34.9,47.7,28.48,84.68,59.23,10.36,16.6,70.2,10635.0,43.1859956492988,56.8140043507012,49.588729977462805,50.411270022537195,0,-0.82,Oposición,Reñido (<5%),Bajo
VILLAMARIA,CALDAS,17873.0,17.0,8.45,4.37,93.61,87.55,5.93,13.07,78.61,78341.0,37.22124267374182,62.77875732625818,44.59145452492831,55.40854547507169,0,-10.82,Oposición,Moderado (5-15%),Muy bajo
VITERBO,CALDAS,17877.0,26.0,11.55,30.59,93.11,87.46,7.32,16.87,69.98,10884.0,38.52234878200655,61.47765121799345,45.148895529312014,54.851104470687986,0,-9.7,Oposición,Moderado (5-15%),Muy bajo
POPAYAN,CAUCA,19001.0,18.4,19.89,23.28,96.12,84.9,6.7,19.68,77.69,385036.0,38.54211993956852,61.45788006043148,45.78037706222068,54.21962293777932,0,-8.44,Oposición,Moderado (5-15%),Muy bajo
ALMAGUER,CAUCA,19022.0,62.9,95.25,32.49,12.84,8.56,20.83,33.89,58.28,17250.0,51.10297956948693,48.89702043051307,55.15923304086888,44.84076695913112,1,10.32,Cepeda,Moderado (5-15%),Muy alto
ARGELIA,CAUCA,19050.0,50.1,91.74,144.37,50.17,32.53,17.53,24.11,70.7,29772.0,49.34426899202931,50.65573100797069,54.69828405054095,45.30171594945905,1,9.4,Cepeda,Moderado (5-15%),Alto
BALBOA,CAUCA,19075.0,47.1,76.78,87.24,46.56,28.98,27.6,17.27,69.85,24241.0,47.48904336028254,52.51095663971746,53.265756364886876,46.734243635113124,1,6.53,Cepeda,Moderado (5-15%),Alto
BOLIVAR,CAUCA,13000.0,38.04,27.2,20.11,78.7,50.92,21.69,41.4,73.75,2299543.0,41.437063218100846,58.562936781899154,47.938497343477664,52.061502656522336,0,-4.12,Oposición,Reñido (<5%),Medio
BUENOS AIRES,CAUCA,19110.0,42.5,97.97,141.24,51.98,16.54,11.43,15.08,60.81,33741.0,49.148668096922094,50.851331903077906,54.40093691849576,45.59906308150424,1,8.8,Cepeda,Moderado (5-15%),Medio
CAJIBIO,CAUCA,19130.0,56.9,96.59,29.87,34.61,8.04,7.25,23.87,69.48,54801.0,50.58330099150935,49.41669900849065,55.531232023745346,44.468767976254654,1,11.06,Cepeda,Moderado (5-15%),Muy alto
CALDONO,CAUCA,19137.0,56.0,96.65,75.39,79.43,9.55,16.35,22.59,58.23,51834.0,50.49095704394714,49.50904295605286,55.965774368781325,44.034225631218675,1,11.93,Cepeda,Moderado (5-15%),Muy alto
CALOTO,CAUCA,19142.0,37.4,84.88,94.47,54.0,27.51,7.9,26.3,68.23,30357.0,47.254557922972985,52.745442077027015,52.958099909193415,47.041900090806585,1,5.92,Cepeda,Moderado (5-15%),Medio
CORINTO,CAUCA,19212.0,33.7,53.89,116.07,57.59,56.43,12.15,27.68,67.85,27791.0,43.68653069005727,56.31346930994273,49.425666548021645,50.574333451978355,1,-1.15,Cepeda,Reñido (<5%),Bajo
EL TAMBO,CAUCA,19256.0,46.0,96.19,97.02,62.07,8.12,14.54,23.64,63.02,63714.0,49.34991199130409,50.65008800869591,55.018624027222394,44.981375972777606,1,10.04,Cepeda,Moderado (5-15%),Alto
FLORENCIA,CAUCA,18001.0,29.6,14.4,18.11,90.7,82.59,13.24,26.39,69.22,207925.0,39.207127246543436,60.792872753456564,45.778306346602996,54.221693653397004,0,-8.44,Oposición,Moderado (5-15%),Bajo
GUAPI,CAUCA,19318.0,68.9,51.73,71.08,19.15,10.33,83.56,53.31,67.78,32141.0,47.31725853533836,52.68274146466164,53.336070225180016,46.663929774819984,1,6.67,Cepeda,Moderado (5-15%),Muy alto
GUACHENE,CAUCA,19300.0,20.2,70.03,98.33,88.39,32.17,3.65,5.4,76.23,19874.0,43.856949714860335,56.143050285139665,51.19024984771083,48.80975015228917,1,2.38,Cepeda,Reñido (<5%),Muy bajo
INZA,CAUCA,19355.0,59.0,97.39,13.37,24.64,21.8,10.06,18.38,63.14,26467.0,50.894717941591644,49.105282058408356,55.14034345827064,44.85965654172936,1,10.28,Cepeda,Moderado (5-15%),Muy alto
JAMBALO,CAUCA,19364.0,46.5,91.78,15.9,68.72,20.99,9.21,14.85,60.07,20839.0,48.954478789205204,51.045521210794796,54.4032055300004,45.5967944699996,1,8.81,Cepeda,Moderado (5-15%),Alto
LA SIERRA,CAUCA,19392.0,53.6,85.83,36.95,40.12,12.93,34.69,19.59,60.61,12288.0,49.12395526673181,50.87604473326819,54.47622615001365,45.52377384998635,1,8.95,Cepeda,Moderado (5-15%),Alto
LA VEGA,CAUCA,19397.0,56.7,97.58,7.99,39.65,18.85,23.94,15.13,60.84,22888.0,50.66247049568258,49.33752950431742,55.53312491961693,44.46687508038307,1,11.07,Cepeda,Moderado (5-15%),Muy alto
LOPEZ (MICAY),CAUCA,19418.0,81.2,91.89,15.59,11.62,10.9,62.41,40.19,69.66,21174.0,52.762205622029704,47.237794377970296,57.61166225901718,42.38833774098282,1,15.22,Cepeda,Definido (>15%),Muy alto
MERCADERES,CAUCA,19450.0,46.6,76.69,85.23,66.75,28.73,29.35,22.86,58.69,34678.0,47.42515227943767,52.57484772056233,53.123473989801454,46.876526010198546,1,6.25,Cepeda,Moderado (5-15%),Alto
MIRANDA,CAUCA,19455.0,21.6,45.5,110.42,84.82,76.48,6.8,12.97,72.45,31849.0,41.50629487902326,58.49370512097674,48.093434216466235,51.906565783533765,1,-3.81,Cepeda,Reñido (<5%),Muy bajo
MORALES,CAUCA,13473.0,57.6,70.93,16.71,47.34,35.02,41.0,66.29,60.49,27653.0,48.04071829136156,51.95928170863844,53.268862008190766,46.731137991809234,1,6.54,Cepeda,Moderado (5-15%),Muy alto
PADILLA,CAUCA,19513.0,22.0,58.22,98.5,93.81,64.93,8.9,7.6,64.46,10564.0,42.84841519495974,57.15158480504026,49.36779650402401,50.63220349597599,0,-1.26,Oposición,Reñido (<5%),Muy bajo
PAEZ (BELALCAZAR),CAUCA,15514.0,36.5,48.11,0.0,50.47,46.62,6.42,18.4,82.33,3097.0,43.40289989967331,56.59710010032669,49.770754633693585,50.229245366306415,1,-0.46,Cepeda,Reñido (<5%),Medio
PATIA (EL BORDO),CAUCA,19532.0,44.1,65.91,105.0,51.61,42.51,15.21,23.39,69.67,41656.0,46.05129246570019,53.94870753429981,51.60147820237333,48.39852179762667,1,3.2,Cepeda,Reñido (<5%),Medio
PIAMONTE,CAUCA,19533.0,44.0,78.89,127.54,70.99,30.43,11.51,24.36,61.97,11466.0,47.36524692279855,52.63475307720145,52.931352270188846,47.068647729811154,1,5.86,Cepeda,Moderado (5-15%),Medio
PIENDAMO,CAUCA,19548.0,30.7,68.66,18.82,93.32,40.0,11.39,13.97,68.11,42317.0,44.865907487625584,55.134092512374416,51.65998230170341,48.34001769829659,0,3.32,Oposición,Reñido (<5%),Bajo
PUERTO TEJADA,CAUCA,19573.0,16.6,16.14,129.53,96.97,94.05,7.97,7.12,73.84,42540.0,37.962413161112465,62.037586838887535,44.985095616671735,55.014904383328265,0,-10.03,Oposición,Moderado (5-15%),Muy bajo
PURACE (COCONUCO),CAUCA,19585.0,39.5,92.44,5.6,24.04,22.45,14.94,20.18,65.1,18219.0,48.25598201809968,51.74401798190032,53.39826426929109,46.60173573070891,1,6.8,Cepeda,Moderado (5-15%),Medio
ROSAS,CAUCA,19622.0,43.2,92.47,59.71,46.37,14.4,14.55,18.38,59.96,13059.0,48.66385818436234,51.33614181563766,53.945028970449954,46.054971029550046,1,7.89,Cepeda,Moderado (5-15%),Medio
SAN SEBASTIAN,CAUCA,19693.0,46.4,95.95,17.94,59.39,22.81,21.09,13.46,58.96,10123.0,49.369178372362555,50.630821627637445,54.78736846699246,45.21263153300754,1,9.57,Cepeda,Moderado (5-15%),Alto
SANTANDER DE QUILICHAO,CAUCA,19698.0,23.8,55.8,128.01,82.66,54.4,7.51,16.44,70.28,161415.0,42.79833734546846,57.20166265453154,49.398105599205,50.601894400795,1,-1.2,Cepeda,Reñido (<5%),Muy bajo
SANTA ROSA,CAUCA,13683.0,54.3,10.49,47.86,32.99,1.06,72.67,47.1,67.83,23416.0,41.51043248288493,58.48956751711507,48.52291368774842,51.47708631225158,1,-2.95,Cepeda,Reñido (<5%),Alto
SILVIA,CAUCA,19743.0,43.8,91.1,10.34,34.61,19.35,6.23,14.31,60.07,42713.0,48.58966497244488,51.41033502755512,53.41514347513126,46.58485652486874,1,6.83,Cepeda,Moderado (5-15%),Medio
SOTARA (PAISPAMBA),CAUCA,19760.0,32.3,97.78,13.85,47.44,11.84,18.13,17.66,58.41,15832.0,48.01330066318127,51.98669933681873,53.739989523148495,46.260010476851505,1,7.48,Cepeda,Moderado (5-15%),Bajo
SUCRE,CAUCA,19785.0,75.5,84.98,30.53,23.1,19.66,58.99,29.48,63.89,9736.0,51.43325528243349,48.56674471756651,56.274875485133975,43.725124514866025,1,12.55,Cepeda,Moderado (5-15%),Muy alto
SUAREZ,CAUCA,19780.0,44.1,84.11,84.71,40.04,27.32,22.63,30.58,64.2,43726.0,47.90900401005051,52.09099598994949,53.23891466427488,46.76108533572512,1,6.48,Cepeda,Moderado (5-15%),Medio
TIMBIO,CAUCA,19807.0,35.7,61.69,35.25,93.07,39.53,12.36,19.66,63.78,45128.0,44.7015111612371,55.2984888387629,51.16363014627515,48.83636985372485,0,2.33,Oposición,Reñido (<5%),Bajo
TIMBIQUI,CAUCA,19809.0,72.4,78.53,33.29,18.25,15.55,77.17,58.85,62.0,36457.0,50.4357219867276,49.5642780132724,55.66293949587907,44.33706050412093,1,11.33,Cepeda,Moderado (5-15%),Muy alto
TORIBIO,CAUCA,19821.0,45.1,95.29,40.23,67.54,20.15,10.2,22.47,72.03,48061.0,49.159578863380545,50.840421136619455,55.18637930910559,44.81362069089441,1,10.37,Cepeda,Moderado (5-15%),Alto
TOTORO,CAUCA,19824.0,55.1,96.63,15.49,12.35,11.01,32.27,22.92,54.42,29411.0,50.39044733135482,49.60955266864518,54.75131673064987,45.24868326935013,1,9.5,Cepeda,Moderado (5-15%),Alto
VILLA RICA,CAUCA,19845.0,22.7,34.15,119.96,49.76,71.58,12.78,6.56,80.47,25638.0,40.468127074785414,59.531872925214586,46.9814931239325,53.0185068760675,1,-6.04,Cepeda,Moderado (5-15%),Muy bajo
VALLEDUPAR,CESAR,20001.0,30.5,12.49,26.08,88.84,81.7,13.83,45.35,75.44,813654.0,39.11063787778432,60.88936212221568,45.8361621920452,54.1638378079548,0,-8.33,Oposición,Moderado (5-15%),Bajo
