cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
63470,Montenegro,98.24,91.5,6.91,74.69,18.18,38.99,12.27,10.83,25.8,34373.0
63548,Pijao,72.2,66.43,6.91,69.32,43.81,96.49,14.31,4.6,28.8,4720.0
63594,Quimbaya,99.22,89.0,6.91,74.69,19.1,53.24,9.83,7.11,22.0,28714.0
63690,Salento,83.0,61.95,6.91,73.56,59.15,10.37,5.9,5.95,19.7,9784.0
66000,Risaralda,93.94,87.98,3.31,74.71,15.71,23.75,19.21,5.08,20.12,956846.0
66001,Pereira,98.46,93.4,1.65,79.29,13.28,23.49,10.11,4.91,15.1,465968.0
66045,Apía,81.99,71.49,6.91,68.01,48.21,24.13,12.36,6.14,33.6,11148.0
66075,Balboa,65.37,57.18,6.91,72.94,69.01,47.64,11.89,5.27,31.6,5538.0
66088,Belén de Umbría,84.78,71.75,6.91,69.38,41.81,19.89,18.91,7.34,35.6,22381.0
66170,Dosquebradas,96.91,96.1,6.91,73.59,3.36,21.52,7.84,4.11,13.7,282285.0
66318,Guática,82.2,56.37,6.91,70.72,62.53,8.12,11.39,9.4,36.5,10743.0
66383,La Celia,67.32,53.07,6.91,58.15,53.95,132.38,15.15,7.57,37.5,6706.0
66400,La Virginia,99.36,99.44,6.91,72.11,1.8,35.13,10.4,6.41,19.0,26705.0
66440,Marsella,79.25,64.14,6.91,70.41,40.84,35.28,28.26,6.96,33.3,15370.0
66456,Mistrató,55.99,39.35,6.91,67.9,70.22,39.87,50.62,8.92,65.3,17538.0
66572,Pueblo Rico,35.92,31.72,6.91,67.98,76.39,5.98,65.99,7.89,70.5,17447.0
66594,Quinchía,84.27,42.68,6.91,70.0,66.05,25.23,19.04,9.04,41.4,23996.0
66682,Santa Rosa de Cabal,92.91,88.62,6.91,75.33,13.12,12.38,14.92,6.46,21.2,85864.0
66687,Santuario,78.98,65.69,6.91,68.64,41.98,23.72,13.85,6.36,39.9,11467.0
68000,Santander,84.86,75.79,4.23,73.66,19.96,14.7,20.07,6.25,22.38,2472425.0
68001,Bucaramanga,94.32,94.62,1.07,80.01,1.61,18.58,11.6,5.27,14.2,610880.0
68013,Aguada,94.9,19.16,6.91,63.16,73.08,52.58,17.08,11.34,41.8,1694.0
68020,Albania,72.39,14.36,6.91,72.44,76.07,22.63,15.71,14.57,48.1,3753.0
68051,Aratoca,49.78,35.36,6.91,65.82,61.6,11.57,22.39,13.94,40.6,8104.0
68077,Barbosa,94.18,83.81,6.91,67.94,17.81,6.01,10.42,7.31,21.6,36427.0
68079,Barichara,82.09,45.49,6.91,76.49,61.53,0.0,14.49,5.01,28.5,15314.0
68081,Barrancabermeja,93.02,79.58,6.91,79.68,9.46,41.92,16.86,10.88,26.4,248468.0
68092,Betulia,63.9,56.31,6.91,72.63,69.43,16.32,25.73,7.76,43.9,7310.0
68101,Bolívar,70.68,18.4,6.91,63.74,76.98,17.88,29.06,7.67,45.5,10221.0
68121,Cabrera,85.28,22.18,6.91,61.47,70.84,0.0,13.0,12.25,34.0,1996.0
68132,California,56.8,49.72,6.91,58.06,46.45,43.98,8.13,5.1,21.2,2831.0
68147,Capitanejo,76.35,59.47,6.91,58.6,28.46,0.0,29.62,8.22,35.7,7059.0
68152,Carcasí,45.13,20.61,6.91,59.96,78.47,0.0,28.92,17.74,60.8,5220.0
68160,Cepitá,81.72,27.42,6.91,54.9,64.33,0.0,15.45,3.76,32.0,2038.0
68162,Cerrito,56.91,49.06,6.91,61.85,40.76,14.16,18.24,12.96,41.9,7885.0
68167,Charalá,91.86,61.62,6.91,66.34,31.87,8.0,13.89,5.13,26.9,14744.0
68169,Charta,39.65,26.76,6.91,73.21,65.35,0.0,11.87,2.93,35.1,3573.0
68176,Chima,75.94,31.8,6.91,73.51,61.68,0.0,23.55,8.64,45.2,3552.0
68179,Chipatá,71.79,13.88,6.91,66.83,78.46,0.0,16.3,7.21,42.8,4642.0
68190,Cimitarra,75.23,71.3,6.91,81.35,43.3,28.53,25.54,9.17,36.0,31663.0
68207,Concepción,69.67,49.62,6.91,60.49,41.85,0.0,20.53,9.41,36.2,5680.0
68209,Confines,62.74,23.47,6.91,65.27,68.99,0.0,10.09,11.66,32.6,4012.0
68211,Contratación,83.45,76.27,6.91,63.23,17.87,0.0,20.51,4.71,29.2,4761.0
68217,Coromoro,64.11,22.31,6.91,62.86,77.19,39.08,24.45,3.87,53.6,6111.0
68229,Curití,86.71,43.75,6.91,70.91,54.66,7.44,18.16,7.56,35.7,15842.0
68235,El Carmen de Chucurí,35.01,17.45,6.91,64.64,76.82,17.99,48.78,7.1,58.9,27533.0
68245,El Guacamayo,58.39,43.96,6.91,60.94,55.2,47.08,11.98,4.32,33.0,2029.0
68250,El Peñón,53.62,22.9,6.91,61.22,77.39,17.96,35.46,14.01,57.8,4440.0
68255,El Playón,55.58,54.73,6.91,68.65,38.84,6.99,33.42,21.65,45.7,15487.0
68264,Encino,82.03,22.5,6.91,58.47,69.79,0.0,11.03,5.84,32.0,3135.0
68266,Enciso,80.39,28.24,6.91,61.62,65.45,0.0,24.35,6.49,35.3,4287.0
68271,Florián,63.11,29.01,6.91,81.13,66.65,17.56,38.71,8.64,56.0,5121.0
68276,Floridablanca,96.16,94.9,6.91,81.15,3.79,11.47,8.45,3.72,11.0,320381.0
68296,Galán,75.46,31.77,6.91,65.91,61.92,34.21,21.09,10.07,41.9,2757.0
68298,Gámbita,38.51,21.91,6.91,60.97,73.56,24.65,27.08,4.85,51.1,3646.0
68307,Girón,86.09,85.64,6.91,71.37,10.72,16.56,13.02,5.74,16.5,188717.0
68318,Guaca,64.81,41.19,6.91,59.79,64.33,33.22,22.53,5.72,60.3,7303.0
68320,Guadalupe,61.97,37.27,6.91,69.19,50.94,0.0,18.86,6.17,39.1,4276.0
68322,Guapotá,85.14,28.57,6.91,67.22,62.37,41.44,14.06,8.78,31.4,2636.0
68324,Guavatá,45.12,25.53,6.91,63.63,64.39,0.0,13.39,13.3,40.4,3794.0
68327,Güepsa,82.2,61.72,6.91,63.5,29.65,18.49,17.22,6.59,29.6,5869.0
68344,Hato,74.7,28.89,6.91,62.21,61.86,0.0,18.28,18.36,46.9,2889.0
68368,Jesús María,84.79,22.07,6.91,77.18,68.16,0.0,14.96,3.86,40.8,3087.0
68370,Jordán,46.58,9.32,6.91,57.18,85.57,0.0,25.4,16.67,53.7,1642.0
68377,La Belleza,65.77,27.35,6.91,75.75,60.3,16.01,12.67,7.49,36.1,5778.0
68385,Landázuri,47.74,43.22,6.91,65.24,57.1,92.7,20.91,10.28,49.1,9716.0
68397,La Paz,70.11,18.65,6.91,64.14,74.86,19.96,9.09,3.44,36.1,4495.0
68406,Lebrija,60.57,47.35,6.91,80.46,35.59,8.89,13.35,6.61,27.0,61948.0
68418,Los Santos,24.19,14.07,6.91,76.97,80.75,6.64,21.35,18.6,44.6,19247.0
68425,Macaravita,38.24,17.41,6.91,57.25,78.36,0.0,25.89,10.07,50.3,2648.0
68432,Málaga,88.31,86.72,6.91,71.06,9.91,9.06,19.33,5.5,19.3,27779.0
68444,Matanza,58.44,35.46,6.91,68.33,62.35,19.49,16.43,6.8,38.2,6148.0
68464,Mogotes,65.18,41.35,6.91,67.22,51.11,36.88,28.49,8.77,49.4,10097.0
68468,Molagavita,21.39,17.74,6.91,62.31,76.93,23.91,29.77,9.35,51.9,5033.0
68498,Ocamonte,74.07,18.48,6.91,67.04,77.77,17.02,12.93,7.52,38.6,7061.0
68500,Oiba,74.44,45.84,6.91,67.23,45.91,8.78,17.92,5.44,31.8,10857.0
68502,Onzaga,32.23,30.98,6.91,59.92,60.32,24.04,33.29,6.96,55.1,5191.0
68522,Palmar,100.0,44.17,6.91,62.9,55.95,0.0,18.37,6.16,32.5,1698.0
68524,Palmas del Socorro,78.78,31.64,6.91,59.93,59.63,0.0,13.06,9.66,27.3,2784.0
68533,Páramo,75.66,29.61,6.91,65.05,62.88,0.0,11.79,6.12,31.5,6388.0
68547,Piedecuesta,88.49,81.02,6.91,75.88,17.29,12.34,11.8,3.97,16.2,205590.0
68549,Pinchote,86.73,34.27,6.91,75.26,69.63,72.91,7.0,5.82,23.8,6975.0
68572,Puente Nacional,76.08,39.63,6.91,81.91,51.09,13.22,9.73,3.03,26.4,14638.0
68573,Puerto Parra,72.96,65.13,6.91,75.69,55.94,12.24,20.66,13.2,36.1,10541.0
68575,Puerto Wilches,67.64,62.85,6.91,73.1,41.65,83.22,37.39,26.9,40.3,36806.0
68615,Rionegro,56.75,39.54,6.91,71.62,67.07,7.25,19.82,5.08,37.8,22061.0
68655,Sabana de Torres,73.12,65.25,6.91,69.51,24.55,25.56,25.07,18.88,36.6,42890.0
68669,San Andrés,66.47,40.37,6.91,63.81,54.31,11.42,17.01,6.72,42.4,7163.0
68673,San Benito,36.38,12.68,6.91,58.56,81.68,0.0,12.46,6.2,49.8,2647.0
68679,San Gil,95.18,88.58,6.91,77.13,9.77,6.58,11.71,3.84,13.7,95906.0
68682,San Joaquín,52.09,36.35,6.91,57.04,53.59,0.0,17.98,4.21,41.4,2803.0
68684,San José de Miranda,48.3,28.85,6.91,61.11,70.76,0.0,30.11,10.93,47.6,3635.0
68686,San Miguel,83.61,25.54,6.91,59.0,64.85,0.0,18.07,17.81,33.6,2307.0
68689,San Vicente de Chucurí,74.63,42.55,6.91,74.81,53.47,2.92,31.87,6.15,34.9,33844.0
68705,Santa Bárbara,31.28,25.56,6.91,60.36,81.9,40.1,16.86,11.76,53.8,2564.0
68720,Santa Helena del Opón,63.72,45.76,6.91,65.07,66.2,28.78,25.51,13.09,47.9,3115.0
68745,Simacota,56.42,28.96,6.91,71.05,68.88,19.56,30.02,7.28,44.5,12714.0
68755,Socorro,93.98,82.84,6.91,77.19,13.11,5.84,7.51,3.23,15.1,41553.0
68770,Suaita,62.57,36.58,6.91,64.52,68.33,9.74,14.63,11.29,37.8,9221.0
68773,Sucre,59.14,25.55,6.91,62.32,84.36,14.0,16.09,6.9,47.1,6425.0
68780,Suratá,39.4,30.81,6.91,61.8,68.16,0.0,18.64,15.74,44.2,4696.0
68820,Tona,40.66,25.75,6.91,58.04,85.74,0.0,14.04,7.62,45.8,8820.0
68855,Valle de San José,61.71,41.93,6.91,67.03,50.89,0.0,10.84,5.95,36.6,8086.0
68861,Vélez,73.04,60.62,6.91,68.91,36.67,7.84,18.87,7.75,32.3,28327.0
68867,Vetas,63.64,37.29,6.91,57.96,58.39,0.0,7.4,10.59,31.9,1781.0
68872,Villanueva,94.22,66.94,6.91,64.64,31.97,0.0,10.96,8.64,27.5,10342.0
68895,Zapatoca,81.11,71.17,6.91,69.19,26.73,0.0,9.5,5.26,26.9,10053.0
70000,Sucre,85.19,56.38,12.19,73.34,36.63,24.21,37.99,24.11,46.03,1225112.0
70001,Sincelejo,90.86,87.34,5.17,73.76,11.72,28.56,27.91,17.87,30.4,393773.0
70110,Buenavista,87.21,75.19,6.91,66.49,20.6,9.0,34.04,36.95,49.1,14444.0
70124,Caimito,90.34,28.02,6.91,62.09,75.93,12.31,28.92,38.92,58.7,20932.0
70204,Colosó,78.75,42.41,6.91,62.37,56.29,44.73,59.54,62.92,59.6,12344.0
70215,Corozal,95.06,78.62,6.91,70.04,24.04,11.02,24.66,16.2,34.5,92826.0
70221,Coveñas,60.25,28.75,6.91,83.78,39.75,20.01,31.57,24.55,45.0,25489.0
70230,Chalán,89.3,57.64,6.91,49.65,36.01,42.85,55.22,62.85,73.9,5101.0
70233,El Roble,91.21,58.37,6.91,63.54,56.46,37.4,28.52,42.73,64.3,10670.0
70235,Galeras,81.26,55.52,6.91,65.28,45.73,4.2,25.91,26.89,46.1,29997.0
70265,Guaranda,49.22,6.93,6.91,65.43,59.81,26.24,62.48,51.79,66.1,21939.0
70400,La Unión,90.58,41.35,6.91,64.48,51.89,30.36,27.49,39.45,55.8,16816.0
70418,Los Palmitos,94.66,44.17,6.91,60.68,51.69,8.18,23.13,21.02,41.6,29299.0
70429,Majagual,82.33,6.35,6.91,62.18,71.95,12.74,57.78,36.2,64.4,44464.0
70473,Morroa,81.34,65.06,6.91,66.49,39.54,24.62,36.8,22.94,42.8,20328.0
70508,Ovejas,75.81,51.16,6.91,65.53,49.97,33.33,33.47,24.94,51.5,24926.0
70523,Palmito,44.57,36.67,6.91,57.9,66.02,6.48,46.09,41.6,65.1,20162.0
70670,Sampués,77.16,53.82,6.91,68.84,49.27,25.99,44.98,37.88,56.9,63088.0
70678,San Benito Abad,86.08,2.89,6.91,45.56,80.21,16.4,39.04,25.93,63.0,36230.0
70702,San Juan de Betulia,85.2,62.46,6.91,65.39,50.04,6.88,28.86,22.08,44.8,15748.0
70708,San Marcos,90.53,4.53,6.91,71.33,44.64,32.24,26.74,31.97,59.1,72938.0
70713,San Onofre,75.64,21.07,6.91,70.39,61.29,38.21,45.14,36.79,69.0,54279.0
70717,San Pedro,85.73,73.52,6.91,68.57,34.76,20.33,35.17,27.35,47.1,23758.0
70742,San Luis de Sincé,86.08,74.26,6.91,73.37,27.05,21.42,39.38,27.49,51.1,31934.0
70771,Sucre,86.75,1.05,6.91,51.75,77.89,9.51,51.58,38.06,63.4,39034.0
70820,Santiago de Tolú,79.79,54.1,6.91,78.26,19.15,14.31,27.57,22.67,42.7,44558.0
70823,Tolú Viejo,72.79,57.48,6.91,69.36,69.92,21.9,32.72,26.38,45.8,25249.0
73000,Tolima,84.88,74.01,9.02,71.08,29.17,28.5,22.83,7.61,27.6,1320600.0
73001,Ibagué,96.36,94.09,2.25,74.78,6.81,14.52,18.07,4.48,14.8,571509.0
73024,Alpujarra,88.66,61.61,6.91,63.43,49.62,22.32,12.33,11.56,30.9,5185.0
73026,Alvarado,83.91,52.24,6.91,73.06,59.77,11.42,17.61,9.6,38.8,8027.0
73030,Ambalema,94.26,85.99,6.91,63.55,19.41,151.65,16.6,16.06,32.9,6488.0
73043,Anzoátegui,65.01,26.54,6.91,62.6,83.54,39.77,23.34,8.69,55.8,10082.0
73055,Armero,92.69,77.09,6.91,76.02,35.48,41.33,19.37,13.06,27.3,11718.0
73067,Ataco,38.79,33.03,6.91,67.27,69.94,20.82,37.81,25.35,64.0,21620.0
73124,Cajamarca,69.06,60.73,6.91,66.13,42.85,10.79,16.56,6.48,36.2,16730.0
73148,Carmen de Apicalá,95.36,76.13,6.91,71.76,23.28,28.56,18.3,5.38,20.7,11400.0
73152,Casabianca,68.98,34.91,6.91,59.56,71.38,47.4,18.09,6.38,43.8,6272.0
73168,Chaparral,73.12,60.59,6.91,72.34,40.86,45.09,31.3,14.94,39.7,52325.0
73200,Coello,83.29,39.52,6.91,68.52,79.67,23.91,17.29,7.94,35.8,8135.0
73217,Coyaima,35.53,19.09,6.91,66.2,80.53,17.7,40.06,24.97,62.1,22532.0
73226,Cunday,70.26,46.52,6.91,59.41,69.51,11.88,20.52,13.82,40.8,8613.0
73236,Dolores,78.76,43.52,6.91,62.36,56.58,36.47,22.5,11.7,32.8,8208.0
73268,Espinal,89.37,80.39,6.91,77.02,26.28,64.44,10.98,7.84,19.2,68891.0
73270,Falan,79.12,29.99,6.91,58.21,73.92,13.47,21.7,8.83,39.3,7580.0
73275,Flandes,93.55,87.6,6.91,73.42,12.48,48.67,12.19,6.28,17.4,28306.0
73283,Fresno,69.78,57.28,6.91,69.78,47.01,35.09,13.78,9.98,33.6,29832.0
73319,Guamo,68.08,50.37,6.91,73.39,47.03,39.47,15.39,12.62,32.2,32299.0
73347,Herveo,55.31,50.74,6.91,71.88,64.33,41.38,20.04,5.14,54.0,6495.0
73349,Honda,95.99,91.57,6.91,72.2,5.28,44.6,12.59,10.25,25.8,24036.0
73352,Icononzo,69.4,34.5,6.91,59.61,67.25,16.77,16.08,7.37,33.7,12075.0
73408,Lérida,92.71,88.2,6.91,72.57,23.77,53.44,16.91,12.68,28.1,16505.0
73411,Líbano,80.84,68.46,6.91,70.53,33.85,19.22,18.7,7.71,33.4,35995.0
73443,San Sebastián de Mariquita,86.23,77.21,6.91,75.32,24.85,33.74,24.3,8.82,27.1,41001.0
73449,Melgar,93.34,80.48,6.91,77.38,17.29,34.32,15.15,8.26,19.7,43259.0
73461,Murillo,59.14,54.66,6.91,65.38,51.7,72.05,19.69,8.46,50.4,3675.0
73483,Natagaima,93.04,50.5,6.91,69.53,40.74,20.34,19.59,21.33,42.1,17111.0
73504,Ortega,67.81,28.06,6.91,67.2,77.34,5.8,30.07,17.09,51.3,35289.0
73520,Palocabildo,73.7,36.27,6.91,61.69,66.55,50.68,20.12,10.75,45.5,9746.0
73547,Piedras,92.02,59.42,6.91,71.41,63.53,0.0,13.7,8.53,27.2,7776.0
73555,Planadas,52.91,42.21,6.91,71.09,68.77,65.56,34.41,21.32,55.4,28835.0
73563,Prado,85.43,46.36,6.91,64.57,52.92,23.65,21.1,13.52,36.6,7842.0
73585,Purificación,89.33,62.89,6.91,72.18,41.06,25.42,19.2,11.5,32.6,23058.0
73616,Rioblanco,52.56,36.13,6.91,62.63,79.34,52.79,38.49,14.49,60.5,25214.0
73622,Roncesvalles,46.18,43.52,6.91,62.55,63.37,18.16,18.77,11.65,42.0,5372.0
73624,Rovira,65.9,54.67,6.91,64.38,50.27,74.07,24.55,16.55,47.0,21165.0
73671,Saldaña,66.31,61.47,6.91,71.09,38.91,13.75,26.35,15.08,36.3,14160.0
73675,San Antonio,69.34,46.31,6.91,64.61,63.78,23.75,28.24,22.06,53.7,12677.0
73678,San Luis,76.03,50.49,6.91,63.18,69.7,7.4,17.58,12.27,39.4,13353.0
73686,Santa Isabel,56.45,47.28,6.91,64.95,60.02,17.54,13.17,10.07,50.9,5666.0
73770,Suárez,94.2,39.02,6.91,65.99,56.4,26.38,21.69,15.13,34.3,3743.0
73854,Valle de San Juan,72.27,42.72,6.91,59.82,57.75,37.13,18.53,13.97,40.4,5254.0
73861,Venadillo,89.07,71.69,6.91,69.6,29.64,39.1,20.14,16.52,36.3,12544.0
73870,Villahermosa,49.11,36.42,6.91,64.46,61.28,54.15,15.79,10.05,51.3,9124.0
73873,Villarrica,71.69,39.87,6.91,59.51,59.2,20.1,21.67,11.14,38.4,5044.0
76000,Valle del Cauca,95.35,90.91,5.71,82.82,16.03,57.61,11.83,5.23,16.35,4371231.0
76001,Cali,98.98,97.8,2.98,80.36,2.23,44.28,7.77,3.99,11.9,2076657.0
76020,Alcalá,92.68,74.98,6.91,69.02,20.15,103.61,11.86,11.52,31.9,13105.0
76036,Andalucía,96.16,78.52,6.91,72.52,17.88,43.71,6.75,5.56,15.3,27350.0
76041,Ansermanuevo,78.05,74.8,6.91,70.81,31.92,211.03,14.8,11.1,31.3,16044.0
76054,Argelia,76.1,58.66,6.91,63.73,38.04,19.21,18.62,12.59,36.2,4926.0
76100,Bolívar,84.77,66.73,6.91,68.91,65.55,31.42,18.66,6.46,29.7,14101.0
76109,Buenaventura,73.17,60.96,6.91,60.78,19.09,35.79,31.21,13.59,41.0,365429.0
76111,Guadalajara de Buga,98.19,94.37,6.91,72.46,12.56,68.17,8.16,3.4,12.3,123529.0
76113,Bugalagrande,88.08,78.44,6.91,76.31,42.51,52.48,16.1,5.08,25.8,24773.0
76122,Caicedonia,90.8,85.51,6.91,69.22,14.09,55.4,13.69,7.21,24.6,29467.0
76126,Calima,85.35,69.93,6.91,70.3,30.98,32.44,12.44,6.77,25.7,19663.0
76130,Candelaria,91.7,89.19,6.91,78.05,76.87,69.17,6.04,7.14,15.5,156459.0
76147,Cartago,98.18,97.49,6.91,73.77,2.54,79.12,6.37,5.31,16.6,145554.0
76233,Dagua,81.88,44.73,6.91,74.64,79.36,52.39,11.76,8.46,28.4,72454.0
76243,El Águila,72.11,58.88,6.91,63.94,64.23,299.88,16.81,7.49,43.5,7854.0
76246,El Cairo,75.49,61.57,6.91,61.89,43.77,91.07,16.24,6.61,35.8,6205.0
76248,El Cerrito,96.92,91.07,6.91,73.48,31.5,51.86,8.22,5.84,15.2,49317.0
76250,El Dovio,81.14,70.16,6.91,72.27,32.13,34.39,31.18,7.1,37.2,9055.0
76275,Florida,94.38,88.47,6.91,70.76,25.61,71.56,12.48,6.84,18.9,49278.0
76306,Ginebra,89.04,77.91,6.91,71.74,48.23,8.57,8.16,2.91,14.7,25254.0
76318,Guacarí,96.96,88.23,6.91,70.3,32.83,55.88,7.77,6.55,16.0,33802.0
76364,Jamundí,95.05,87.37,6.91,72.56,25.68,63.8,15.09,4.35,14.9,223188.0
76377,La Cumbre,86.85,37.12,6.91,71.04,76.17,11.96,9.73,7.68,25.3,20279.0
76400,La Unión,95.39,91.63,6.91,72.07,16.34,100.19,11.42,8.22,22.5,31566.0
76403,La Victoria,91.11,89.36,6.91,69.43,19.95,41.61,13.41,6.11,22.9,12429.0
76497,Obando,94.13,94.3,6.91,72.35,18.59,164.03,15.74,11.15,31.2,11503.0
76520,Palmira,97.89,94.45,6.91,74.03,24.36,31.77,7.03,3.83,11.5,383743.0
76563,Pradera,93.08,87.41,6.91,72.26,10.17,38.96,10.73,9.98,24.8,48745.0
76606,Restrepo,92.62,71.55,6.91,68.18,28.29,109.71,12.2,7.16,20.7,15600.0
76616,Riofrío,84.87,69.7,6.91,76.74,46.44,76.64,10.48,7.28,23.2,15813.0
76622,Roldanillo,95.26,84.72,6.91,72.97,19.65,21.48,9.01,4.66,16.5,37598.0
76670,San Pedro,91.98,84.47,6.91,68.94,45.65,34.44,8.92,5.5,18.0,15798.0
76736,Sevilla,88.47,81.1,6.91,70.21,19.91,57.6,13.0,9.19,27.4,43027.0
76823,Toro,86.98,71.84,6.91,69.14,23.98,192.18,12.74,9.75,32.1,13549.0
76828,Trujillo,82.29,67.82,6.91,68.68,46.56,78.04,18.87,10.32,34.9,19510.0
76834,Tuluá,97.58,95.73,6.91,78.63,15.46,46.03,9.96,4.56,13.7,221662.0
76845,Ulloa,92.21,65.91,6.91,63.37,45.47,73.41,11.7,3.23,24.2,4915.0
76863,Versalles,84.18,70.06,6.91,67.43,33.38,28.42,14.58,6.6,30.6,6665.0
76869,Vijes,92.26,73.51,6.91,66.53,30.45,30.66,12.03,4.9,19.0,14570.0
76890,Yotoco,89.05,67.65,6.91,71.7,41.96,48.78,8.62,8.35,20.8,16438.0
76892,Yumbo,95.23,88.17,6.91,82.32,15.9,53.82,9.68,7.39,15.6,116450.0
76895,Zarzal,97.31,94.8,6.91,75.73,19.86,53.56,8.71,5.28,17.2,42826.0
81000,Arauca,72.86,57.57,6.91,63.32,37.95,61.74,45.32,25.78,42.31,262795.0
81001,Arauca,76.54,73.81,6.91,72.72,15.88,46.83,55.02,27.82,38.6,88947.0
81065,Arauquita,50.44,33.87,6.91,70.36,75.16,89.24,45.91,30.42,49.2,53783.0
81220,Cravo Norte,67.64,64.46,6.91,72.89,31.94,23.29,31.79,28.82,48.8,4102.0
81300,Fortul,73.72,39.41,6.91,67.71,47.61,234.64,38.98,30.29,48.3,19978.0
81591,Puerto Rondón,65.91,58.36,6.91,62.36,35.63,941.55,40.65,15.23,45.0,4617.0
81736,Saravena,87.98,57.48,6.91,74.84,27.21,183.73,41.52,23.37,39.4,58069.0
81794,Tame,70.15,61.41,6.91,70.2,45.06,167.47,45.74,21.19,41.9,45812.0
85000,Casanare,79.87,73.1,6.91,66.6,24.68,20.49,27.11,11.78,29.91,531026.0
85001,Yopal,89.13,84.01,6.91,72.95,12.04,12.74,19.18,10.22,22.9,231432.0
85010,Aguazul,80.32,77.38,6.91,78.54,23.76,15.54,22.74,10.69,27.0,38528.0
85015,Chámeza,65.17,63.93,6.91,59.48,36.28,0.0,39.52,3.79,36.0,2707.0
85125,Hato Corozal,53.61,40.41,6.91,70.79,50.54,16.26,41.24,22.91,56.1,13016.0
85136,La Salina,56.68,51.23,6.91,59.9,46.77,0.0,36.92,8.53,48.1,1503.0
85139,Maní,55.73,72.79,6.91,76.97,29.54,73.29,24.95,12.55,30.3,22980.0
85162,Monterrey,89.5,76.17,6.91,88.91,25.71,10.93,10.0,7.24,27.5,18961.0
85225,Nunchía,46.03,27.31,6.91,64.16,72.38,33.9,38.61,15.77,56.4,9406.0
85230,Orocué,75.37,72.34,6.91,68.21,50.92,23.34,52.31,16.78,45.8,17840.0
85250,Paz de Ariporo,77.06,65.8,6.91,71.68,28.81,18.45,30.0,18.92,37.8,37269.0
85263,Pore,74.41,62.72,6.91,77.79,37.14,8.16,33.22,22.01,45.2,15297.0
85279,Recetor,21.41,25.06,6.91,56.45,77.54,55.16,30.57,20.38,39.3,1741.0
85300,Sabanalarga,72.28,67.11,6.91,83.07,46.34,27.59,14.26,8.8,34.2,3820.0
85315,Sácama,73.82,59.32,6.91,63.98,43.26,144.37,54.28,7.47,32.5,1833.0
85325,San Luis de Palenque,53.32,39.02,6.91,75.71,59.31,11.87,24.02,8.27,37.0,8975.0
85400,Támara,26.06,23.59,6.91,62.54,71.92,15.09,43.0,20.03,55.0,7315.0
85410,Tauramena,84.6,71.24,6.91,79.92,33.27,15.64,22.56,10.3,27.2,28096.0
85430,Trinidad,63.93,61.21,6.91,70.18,42.1,14.64,26.46,16.42,38.7,13932.0
85440,Villanueva,82.6,69.89,6.91,74.89,22.29,35.37,20.64,9.9,24.6,51442.0
86000,Putumayo,51.71,54.53,6.91,65.96,48.69,52.73,27.1,11.75,39.11,447432.0
86001,Mocoa,91.25,72.27,6.91,65.76,26.94,18.16,16.2,8.09,24.8,78715.0
86219,Colón,95.79,90.61,6.91,61.77,33.54,0.0,10.88,7.86,22.6,6893.0
86320,Orito,49.37,44.66,6.91,72.0,44.78,70.33,30.96,14.8,39.8,38222.0
86568,Puerto Asís,17.43,51.66,6.91,66.54,41.38,52.12,28.52,13.5,44.1,84172.0
86569,Puerto Caicedo,46.29,49.24,6.91,65.56,60.44,139.83,26.72,6.46,38.9,18419.0
86571,Puerto Guzmán,38.99,26.4,6.91,56.91,83.7,169.84,42.22,18.05,62.2,52751.0
86573,Puerto Leguízamo,58.35,47.0,6.91,64.68,56.82,112.17,47.9,21.5,53.6,47762.0
86749,Sibundoy,97.43,77.63,6.91,59.46,30.56,6.37,9.0,7.15,23.0,18277.0
86755,San Francisco,92.93,67.55,6.91,63.35,35.04,17.72,6.63,6.83,23.5,5374.0
86757,San Miguel,4.73,33.94,6.91,71.61,74.01,50.07,27.7,10.36,48.5,20202.0
86760,Santiago,94.9,60.06,6.91,63.66,47.61,13.68,27.39,17.78,37.2,6913.0
86865,Valle del Guamuez,19.72,47.76,6.91,72.72,55.81,67.38,19.66,11.73,41.0,34648.0
86885,Villagarzón,76.26,63.01,6.91,69.82,35.37,36.35,20.27,9.65,37.1,29631.0
88000,San Andrés y Providencia,36.67,16.59,6.91,56.95,20.26,55.67,5.88,19.29,16.49,63319.0
88564,Providencia,88.71,5.73,6.91,68.37,33.06,15.6,5.62,11.96,13.7,6546.0
91000,Amazonas,38.66,33.98,6.91,61.06,50.63,29.83,45.6,25.62,59.14,90872.0
91001,Leticia,48.18,43.86,6.91,70.19,27.91,63.46,32.9,25.01,48.4,56388.0
91540,Puerto Nariño,28.22,17.5,6.91,68.36,59.95,0.0,44.68,33.59,70.4,13127.0
94000,Guainía,21.86,27.99,6.91,67.8,56.02,11.66,79.24,39.77,73.69,77250.0
94001,Inírida,26.63,34.27,6.91,69.98,34.77,2.86,76.42,39.77,67.2,49137.0
94343,Barrancominas,11.02,16.43,6.91,66.91,89.95,0.0,20.33,11.39,40.8,15897.0
95000,Guaviare,45.29,46.31,6.91,69.04,49.93,36.16,47.87,15.47,46.83,81222.0
95001,San José del Guaviare,52.34,57.59,6.91,70.68,35.62,46.39,51.44,13.71,42.1,52506.0
