MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,factor_izq,pct_cepeda_v1,pct_oposicion_v1,gana_cepeda_pred,pct_cepeda_v2_pred,pct_oposicion_v2_pred,margen_pred
BOGOTA. D.C.,BOGOTA D.C.,11001.0,9.0,0.42,13.12,99.48,99.16,3.34,11.03,83.25,7556041.0,0.05137764898780026,35.52633048586847,64.47366951413153,0,42.2400237691448,57.7599762308552,-15.52
QUIBDO,CHOCO,27001.0,44.4,16.51,133.92,25.21,17.81,73.72,64.17,76.99,159063.0,0.32714889053028107,41.04175531671809,58.95824468328191,1,48.30488971842813,51.69511028157187,-3.39
ATRATO (YUTO),CHOCO,27050.0,61.5,56.71,47.56,48.07,13.04,32.35,50.68,63.77,7050.0,0.6258585946798789,47.015949399710045,52.984050600289955,1,52.508418395865945,47.491581604134055,5.02
ACANDI,CHOCO,27006.0,51.4,59.14,132.08,60.42,31.12,31.68,42.05,63.09,18180.0,0.5830087091815048,46.158951689742565,53.841048310257435,1,51.85222714327324,48.14777285672676,3.7
ALTO BAUDO (PIE DE PATO),CHOCO,27025.0,90.6,90.43,10.43,20.27,14.02,45.03,82.39,47.51,31433.0,0.9571424646807211,53.64162679972689,46.35837320027311,1,56.812885197437275,43.187114802562725,13.63
BAGADO,CHOCO,27073.0,81.0,84.87,8.74,28.95,21.22,51.24,76.6,63.89,16554.0,0.8762500198225287,52.02377790256304,47.97622209743696,1,56.56683549618272,43.43316450381728,13.13
CONDOTO,CHOCO,27205.0,53.2,24.89,15.92,31.93,52.0,73.33,42.58,66.89,11350.0,0.418057128639165,42.85992007889577,57.14007992110423,0,49.036407910443195,50.963592089556805,-1.93
CERTEGUI,CHOCO,27160.0,55.9,45.7,103.31,36.46,37.32,45.64,61.91,61.86,6587.0,0.5390333507622683,45.27944452135783,54.72055547864217,1,50.58737406327653,49.41262593672347,1.17
CARMEN DEL DARIEN,CHOCO,27150.0,77.8,91.24,5.04,16.7,7.65,72.96,76.01,63.66,23327.0,0.8912545013891404,52.323867533895275,47.676132466104725,1,57.35920318473234,42.64079681526766,14.72
EL CARMEN,CHOCO,54245.0,68.9,81.86,41.93,42.61,38.62,15.76,55.68,63.74,15961.0,0.7946956141845771,50.39268978980401,49.60731021019599,1,54.60058645391054,45.39941354608946,9.2
ISTMINA,CHOCO,27361.0,55.1,30.08,41.54,1.57,9.72,92.45,56.88,69.21,47458.0,0.45493870204092757,43.59755154693102,56.40244845306898,1,50.18260418758058,49.81739581241942,0.37
JURADO,CHOCO,27372.0,71.8,68.5,14.38,67.09,47.82,33.35,71.58,67.81,11540.0,0.7423758087870869,49.346293681854206,50.653706318145794,1,54.48567939638292,45.51432060361708,8.97
LLORO,CHOCO,27413.0,74.4,69.64,29.79,19.54,22.65,68.17,81.13,57.49,11274.0,0.7624171111194,49.747119728500465,50.252880271499535,1,54.45423731481497,45.54576268518503,8.91
MEDIO SAN JUAN,CHOCO,27450.0,69.7,78.67,63.63,14.39,9.32,86.53,55.3,71.4,12132.0,0.7827914877706725,50.15460726152592,49.84539273847408,1,56.128966789710915,43.871033210289085,12.26
NOVITA,CHOCO,27491.0,60.1,65.69,64.86,36.04,19.77,57.07,44.78,70.99,10902.0,0.6640303075853391,47.77938365781925,52.22061634218075,1,53.798437718651186,46.201562281348814,7.6
NUQUI,CHOCO,27495.0,72.9,94.33,23.65,60.9,9.28,33.04,58.29,64.39,20498.0,0.880219383462405,52.103165175360566,47.896834824639434,1,57.312344931046034,42.687655068953966,14.62
RIO IRO,CHOCO,27580.0,75.1,75.56,35.2,78.79,27.89,41.57,42.07,63.6,6289.0,0.7964597633938313,50.4279727739891,49.5720272260109,1,55.92748768387355,44.07251231612645,11.85
RIOSUCIO,CHOCO,17614.0,29.3,54.53,9.46,80.27,69.32,5.77,14.29,74.16,45301.0,0.43858394332744655,43.2704563726614,56.7295436273386,0,49.686485463995126,50.313514536004874,-0.63
SAN JOSE DEL PALMAR,CHOCO,27660.0,59.1,79.72,257.94,58.32,41.62,16.8,34.39,67.7,4793.0,0.7301634001745276,49.10204550960302,50.89795449039698,1,53.98853757690029,46.01146242309971,7.98
EL LITORAL DEL SAN JUAN,CHOCO,27250.0,83.1,94.76,21.5,18.23,3.95,57.19,71.39,76.19,35465.0,0.9382126199039629,53.263029904191725,46.736970095808275,1,58.42246804820006,41.57753195179994,16.84
SIPI,CHOCO,27745.0,69.7,81.1,91.72,11.56,47.29,62.94,45.0,74.02,3630.0,0.7951932434101538,50.40264237431555,49.59735762568445,1,55.33613905390127,44.66386094609873,10.67
TADO,CHOCO,27787.0,59.9,44.14,27.47,36.68,34.82,56.67,51.93,52.85,21074.0,0.5529535679323081,45.55784886475863,54.44215113524137,0,50.66010669920278,49.33989330079722,1.32
UNGUIA,CHOCO,27800.0,63.4,73.21,30.71,57.52,19.74,33.5,56.35,62.0,9624.0,0.7204619196382405,48.90801589887728,51.09198410112272,1,54.259976184096175,45.740023815903825,8.52
NEIVA,HUILA,41001.0,17.6,6.76,22.95,96.82,93.76,7.16,12.86,72.16,473535.0,0.13078044477957237,37.11438640170392,62.88561359829608,0,44.090214270521436,55.909785729478564,-11.82
ACEVEDO,HUILA,41006.0,51.0,81.96,58.34,54.74,23.62,12.9,20.43,66.27,27364.0,0.6972847491160269,48.44447248843301,51.55552751156699,1,53.820572329147375,46.179427670852625,7.64
AGRADO,HUILA,41013.0,50.0,35.63,11.19,75.2,68.61,17.52,19.44,65.8,9633.0,0.45536435594426816,43.60606462499783,56.39393537500217,0,49.19356346757706,50.80643653242294,-1.61
AIPE,HUILA,41016.0,35.4,34.64,5.95,81.57,71.76,14.28,17.15,70.39,18756.0,0.37044307986033326,41.907639103319134,58.092360896680866,0,48.24525249677835,51.75474750322165,-3.51
ALGECIRAS,HUILA,41020.0,45.2,51.57,43.59,76.61,53.7,18.7,20.62,65.35,21020.0,0.5104575843674738,44.70792919346194,55.29207080653806,0,50.57796399433885,49.42203600566115,1.16
ALTAMIRA,HUILA,41026.0,30.4,44.67,22.53,89.15,70.1,8.69,9.25,71.56,5359.0,0.3942799217998454,42.38437594210937,57.61562405789063,0,48.93419119246656,51.06580880753344,-2.13
BARAYA,HUILA,41078.0,49.4,53.17,59.5,71.33,61.57,15.6,25.58,62.62,7061.0,0.5415992793757032,45.33076309362653,54.66923690637347,1,50.60513133857215,49.39486866142785,1.21
CAMPOALEGRE,HUILA,41132.0,31.1,24.23,62.76,83.58,76.06,12.77,16.39,69.39,30259.0,0.29379159520319376,40.37460941017634,59.62539058982366,0,46.77809922076615,53.22190077923385,-6.44
COLOMBIA,HUILA,41206.0,61.7,71.46,56.16,62.07,41.4,13.16,31.96,60.96,8123.0,0.702230832954937,48.54339416521121,51.45660583478879,1,53.2436970303208,46.7563029696792,6.49
ELIAS,HUILA,41244.0,32.3,66.71,0.0,88.27,65.59,8.29,10.33,59.58,5389.0,0.5171572081749671,44.84192166961181,55.15807833038819,0,50.658568263507235,49.341431736492765,1.32
GARZON,HUILA,41298.0,32.0,46.87,21.23,89.72,64.82,11.0,13.56,71.11,78437.0,0.4142605839460076,42.783989185032624,57.216010814967376,0,49.368087783547544,50.631912216452456,-1.26
GIGANTE,HUILA,41306.0,36.9,60.18,23.88,83.75,58.82,10.84,14.8,69.3,19103.0,0.5089947934313835,44.678673374740136,55.321326625259864,1,50.88650913159784,49.11349086840216,1.77
GUADALUPE,HUILA,41319.0,43.2,70.35,16.13,71.64,40.67,15.26,19.63,65.86,18284.0,0.5953623323712055,46.40602415353658,53.59397584646342,1,52.28657981754151,47.71342018245849,4.57
HOBO,HUILA,41349.0,38.8,23.44,13.32,75.52,73.81,13.93,42.98,68.75,9232.0,0.33188228701279293,41.136423246368324,58.863576753631676,0,47.16146518584989,52.83853481415011,-5.68
ISNOS,HUILA,41359.0,43.1,75.96,30.6,79.21,25.11,11.3,21.94,67.71,27742.0,0.6234465000561731,46.96770750723593,53.03229249276407,1,53.18295821814081,46.81704178185919,6.37
IQUIRA,HUILA,41357.0,49.6,72.24,21.06,70.07,58.38,16.87,26.63,61.41,10338.0,0.6400190832320616,47.2991591707537,52.7008408292463,1,52.46017602325552,47.53982397674448,4.92
LA PLATA,HUILA,41396.0,42.5,58.35,22.08,73.46,53.83,11.29,24.43,74.59,81567.0,0.5302897729823514,45.104572965759495,54.895427034240505,1,51.24505564848766,48.75494435151234,2.49
NATAGA,HUILA,41483.0,46.9,59.56,30.18,69.98,45.41,12.7,21.23,59.49,7837.0,0.560535154668211,45.70948059947669,54.29051940052331,1,51.05620079647949,48.94379920352051,2.11
OPORAPA,HUILA,41503.0,58.5,80.64,16.51,83.13,38.11,13.55,19.44,59.09,13096.0,0.7315764393556818,49.130306293226106,50.869693706773894,1,54.31496769799112,45.68503230200888,8.63
PAICOL,HUILA,41518.0,39.1,58.23,59.01,74.5,48.72,5.63,15.55,65.21,10161.0,0.5110777782418545,44.72033307094956,55.27966692905044,1,50.48979945241767,49.51020054758233,0.98
PALERMO,HUILA,41524.0,32.6,52.92,21.96,78.07,70.56,13.66,11.61,79.58,24811.0,0.4484196586772756,43.46717067965798,56.53282932034202,1,50.14576303482205,49.85423696517795,0.29
PALESTINA,HUILA,17524.0,30.1,57.65,50.14,87.37,76.52,8.59,9.6,73.08,13819.0,0.4588835527510431,43.67644856113333,56.32355143886667,0,50.0632570203331,49.9367429796669,0.13
PITAL,HUILA,41548.0,43.9,64.75,7.07,71.4,43.0,10.28,18.17,64.67,15675.0,0.5706114764288357,45.911007034689185,54.088992965310815,1,51.60902497302344,48.39097502697656,3.22
PITALITO,HUILA,41551.0,33.7,41.56,32.12,85.48,68.5,7.85,17.61,71.0,180504.0,0.39646023243394524,42.42798215479137,57.57201784520863,0,48.74656758820703,51.25343241179297,-2.51
RIVERA,HUILA,41615.0,27.4,52.52,19.57,90.95,75.4,11.8,13.21,72.0,35339.0,0.4179318279230301,42.85741406457307,57.14258593542693,0,49.49860929181444,50.50139070818556,-1.0
SALADOBLANCO,HUILA,41660.0,57.8,82.93,37.25,77.33,35.86,12.92,22.12,57.83,10589.0,0.7394343688920089,49.287464883952644,50.712535116047356,1,54.30374560657344,45.69625439342656,8.61
SAN AGUSTIN,HUILA,41668.0,36.3,66.88,26.25,82.55,44.37,9.69,17.7,70.92,39949.0,0.5399066587838147,45.29691068178876,54.70308931821124,1,51.715816100223776,48.284183899776224,3.43
SANTA MARIA,HUILA,15690.0,29.0,32.97,0.0,64.71,58.84,5.48,19.52,76.6,3479.0,0.3269091216911174,41.03695993993482,58.96304006006518,1,47.57384912218261,52.42615087781739,-4.85
SUAZA,HUILA,41770.0,41.6,80.46,21.64,60.42,41.61,7.0,17.72,67.6,32000.0,0.6382070249254617,47.2629180046217,52.7370819953783,1,52.78992996651149,47.21007003348851,5.58
TARQUI,HUILA,41791.0,47.1,69.04,22.2,76.79,55.42,9.3,15.13,64.9,20481.0,0.6100114043753402,46.69900559361927,53.30099440638073,1,52.15898558416856,47.84101441583144,4.32
TELLO,HUILA,41799.0,44.5,55.7,8.34,83.32,58.81,19.78,14.01,63.18,13384.0,0.5277061436884287,45.052900379881045,54.947099620118955,0,50.934878767908785,49.065121232091215,1.87
TERUEL,HUILA,41801.0,39.9,47.13,36.47,66.48,56.29,6.27,16.04,62.41,7845.0,0.45880415096033733,43.67486052531922,56.32513947468078,0,49.116897753051305,50.883102246948695,-1.77
TIMANA,HUILA,41807.0,40.8,65.07,26.75,87.69,51.97,7.75,12.07,68.51,24989.0,0.5552862049271994,45.604501604656456,54.395498395343544,1,51.71835842780111,48.28164157219889,3.44
VILLAVIEJA,HUILA,41872.0,37.9,67.45,27.4,86.06,79.23,15.31,12.99,65.06,7082.0,0.5515684478055511,45.53014646222349,54.46985353777651,0,51.29095972109175,48.70904027890825,2.58
YAGUARA,HUILA,41885.0,23.8,16.76,12.58,90.86,83.21,8.4,13.68,72.61,7845.0,0.21573332523308503,38.81344401077417,61.18655598922583,0,45.66864784619907,54.33135215380093,-8.66
SANTA MARTA,MAGDALENA,47001.0,24.4,11.56,35.84,78.62,79.26,13.21,25.37,72.28,643372.0,0.19247686459638313,38.34831479804013,61.65168520195987,0,44.99597721874702,55.00402278125298,-10.01
ALGARROBO,MAGDALENA,47030.0,57.3,39.71,40.66,87.16,1.04,28.91,29.28,57.02,23257.0,0.5161214112568288,44.821205731249044,55.178794268750956,0,51.16222293476119,48.83777706523881,2.32
ARACATACA,MAGDALENA,47053.0,50.0,45.75,32.91,66.7,33.7,18.93,44.89,66.24,44288.0,0.5070128197597219,44.6390339013069,55.3609660986931,1,50.50892186041969,49.49107813958031,1.02
CIENAGA,MAGDALENA,47189.0,44.6,13.05,62.75,82.03,62.67,25.69,49.43,69.95,148820.0,0.31058451555638544,40.71046781724018,59.28953218275982,0,47.14666000792079,52.85333999207921,-5.71
CONCORDIA,MAGDALENA,47205.0,67.9,61.42,8.91,84.36,7.94,37.7,26.87,53.48,10860.0,0.6849075064063062,48.19692763423859,51.80307236576141,0,53.91716247191538,46.08283752808462,7.83
EL BANCO,MAGDALENA,47245.0,54.7,43.45,27.98,55.58,30.04,25.35,42.48,62.96,81622.0,0.5209856922663549,44.91849135143957,55.08150864856043,1,50.456625433887616,49.543374566112384,0.91
EL PIÑON,MAGDALENA,47258.0,50.4,68.49,12.15,73.95,28.38,33.66,20.16,57.72,31462.0,0.6252569390576179,47.00391628726483,52.99608371273517,0,52.88845141958396,47.11154858041604,5.78
EL RETEN,MAGDALENA,47268.0,63.6,24.42,46.32,82.98,7.73,31.67,49.87,53.89,19515.0,0.47255121415500523,43.94980178921257,56.05019821078743,0,49.87619092506112,50.12380907493888,-0.25
FUNDACION,MAGDALENA,47288.0,43.9,17.71,38.74,85.71,76.2,16.76,74.64,68.54,80633.0,0.33053798454356476,41.109537196983766,58.890462803016234,0,47.15099008676911,52.84900991323089,-5.7
GUAMAL,MAGDALENA,47318.0,60.3,74.39,13.97,64.8,34.82,22.12,38.42,46.68,25388.0,0.7095257468402889,48.689292442918244,51.310707557081756,0,53.106766955584646,46.893233044415354,6.21
NUEVA GRANADA,MAGDALENA,47460.0,66.4,59.73,18.43,29.8,50.51,96.33,46.28,59.73,28082.0,0.6680767278153519,47.8603120624195,52.1396879375805,0,53.47215087305268,46.52784912694732,6.94
PEDRAZA,MAGDALENA,47541.0,56.2,73.97,21.53,79.21,24.6,32.03,35.51,50.1,11338.0,0.6849533494936266,48.197844495985,51.802155504015,0,53.581628429292394,46.418371570707606,7.16
PIJIÑO DEL CARMEN,MAGDALENA,47545.0,60.8,58.13,30.22,70.85,39.53,48.55,48.11,61.39,16055.0,0.6292763894810831,47.08430529573413,52.91569470426587,1,52.90979043213571,47.09020956786429,5.82
PIVIJAY,MAGDALENA,47551.0,52.4,42.28,27.53,58.6,49.48,21.09,30.7,66.41,41205.0,0.502432419695307,44.54742590001861,55.45257409998139,1,50.035935999591594,49.964064000408406,0.07
PLATO,MAGDALENA,47555.0,52.7,23.45,19.8,78.11,27.46,29.84,61.15,52.56,92339.0,0.40797271035276506,42.658231713167766,57.341768286832234,0,48.47468557145871,51.52531442854129,-3.05
PUEBLOVIEJO,MAGDALENA,47570.0,58.0,72.3,9.09,12.43,1.79,72.24,31.38,65.63,36528.0,0.686277159376927,48.22432069365101,51.77567930634899,1,54.198790368980845,45.801209631019155,8.4
REMOLINO,MAGDALENA,47605.0,50.6,35.74,57.23,92.29,0.61,20.04,22.51,58.54,17111.0,0.4592080280012481,43.68293806613743,56.31706193386257,0,50.2655925082604,49.7344074917396,0.53
SABANAS DE SAN ANGEL,MAGDALENA,47660.0,69.4,72.25,17.49,55.93,19.55,41.5,66.92,58.35,16498.0,0.7483852177317711,49.46648186074789,50.53351813925211,1,54.58616725783955,45.41383274216045,9.17
SALAMINA,MAGDALENA,17653.0,28.7,32.79,10.14,82.24,69.04,9.65,11.38,68.17,15931.0,0.32434933526965004,40.98576421150547,59.01423578849453,0,47.41736737017604,52.58263262982396,-5.17
SAN SEBASTIAN DE BUENAVISTA,MAGDALENA,47692.0,63.8,74.12,4.71,64.8,24.47,43.3,42.22,56.92,21623.0,0.7272943823065561,49.04466515224359,50.95533484775641,1,54.45749953457529,45.54250046542471,8.91
SAN ZENON,MAGDALENA,47703.0,56.4,92.24,15.68,80.66,26.89,22.28,27.64,60.78,16847.0,0.7792902708349293,50.08458292281105,49.91541707718895,1,55.645128176993694,44.354871823006306,11.29
SANTA ANA,MAGDALENA,47707.0,47.3,43.85,3.78,73.37,44.05,23.89,38.89,62.2,30939.0,0.48254573308624593,44.14969216783739,55.85030783216261,0,50.05315500917308,49.94684499082692,0.11
SANTA BARBARA DE PINTO,MAGDALENA,47720.0,57.8,38.1,25.9,78.11,29.48,38.9,37.15,57.95,10083.0,0.5106398399545791,44.71157430520405,55.28842569479595,0,50.711384262133265,49.288615737866735,1.42
SITIONUEVO,MAGDALENA,47745.0,70.7,48.85,60.19,47.99,1.16,46.66,49.63,71.59,28071.0,0.6360725015405735,47.220227536923936,52.779772463076064,1,53.29858247811657,46.70141752188343,6.6
TENERIFE,MAGDALENA,47798.0,56.3,52.0,7.22,62.93,35.99,32.04,46.09,64.6,14742.0,0.5733742343757713,45.96626219362789,54.03373780637211,1,51.69848060656071,48.30151939343929,3.4
ZAPAYAN,MAGDALENA,47960.0,70.4,62.41,9.19,75.76,1.06,55.14,44.99,53.9,12531.0,0.7036362223151864,48.5715019524162,51.4284980475838,0,54.51101047043199,45.48898952956801,9.02
PASTO,NARIÑO,52001.0,16.3,21.54,10.69,98.38,89.76,6.13,14.96,74.25,397480.0,0.19910010187104568,38.48077954353338,61.51922045646662,0,45.589613272254724,54.410386727745276,-8.82
ALDANA,NARIÑO,52022.0,29.1,77.79,27.18,82.62,44.78,10.55,10.94,58.43,8250.0,0.5561996605489691,45.622770717091846,54.377229282908154,0,51.642077978069665,48.357922021930335,3.28
ANCUYA,NARIÑO,52036.0,22.2,74.51,34.84,96.62,30.71,9.15,9.67,61.37,8208.0,0.501713671558904,44.53305093729055,55.46694906270945,0,51.4097279196367,48.5902720803633,2.82
BARBACOAS,NARIÑO,52079.0,76.1,76.83,40.65,9.7,9.97,81.09,67.48,67.94,70950.0,0.8084117989050816,50.6670134842141,49.3329865157859,1,56.040292964921946,43.959707035078054,12.08
BELEN,NARIÑO,15087.0,25.2,30.69,0.0,90.28,60.08,5.0,11.02,67.76,7318.0,0.2944851603525306,40.38848071316308,59.61151928683692,0,47.13897059259355,52.86102940740645,-5.72
BUESACO,NARIÑO,52110.0,39.2,71.08,12.53,68.04,41.26,11.98,17.6,63.47,26535.0,0.5772061245917955,46.04289999794838,53.95710000205162,1,51.79380304566262,48.20619695433738,3.59
CONSACA,NARIÑO,52207.0,34.9,83.45,0.0,93.13,36.74,20.96,11.13,60.87,16498.0,0.6168147195508651,46.83507189712977,53.16492810287023,0,53.3116985094235,46.6883014905765,6.62
CONTADERO,NARIÑO,52210.0,44.0,80.83,0.0,88.36,22.68,33.52,12.12,64.39,7418.0,0.6532244609333139,47.56326672477874,52.43673327522126,1,54.30003028930242,45.69996971069758,8.6
CORDOBA,NARIÑO,13212.0,61.9,79.99,5.92,78.89,1.65,51.04,21.46,61.97,21721.0,0.7468586596754376,49.43595069962122,50.56404930037878,1,55.930208558387264,44.069791441612736,11.86
CUMBAL,NARIÑO,52227.0,28.6,80.65,24.28,85.1,39.48,6.18,17.44,65.61,49029.0,0.5680607357809931,45.859992221732334,54.140007778267666,1,52.24514098477508,47.75485901522492,4.49
CHACHAGUI,NARIÑO,52240.0,32.2,69.69,13.06,90.09,45.39,12.37,20.47,74.98,16907.0,0.5318188995916895,45.13515549794626,54.86484450205374,1,52.078963242438746,47.921036757561254,4.16
CUMBITARA,NARIÑO,52233.0,39.4,70.32,51.97,83.8,51.34,15.07,21.41,60.31,5597.0,0.5744214781062125,45.987207068236714,54.012792931763286,0,51.78293948918933,48.21706051081067,3.57
EL ROSARIO,NARIÑO,52256.0,52.1,84.4,82.84,75.98,36.88,36.68,14.75,59.13,13681.0,0.715755046257406,48.81387843126059,51.18612156873941,1,54.5276816660704,45.4723183339296,9.06
EL CHARCO,NARIÑO,52250.0,75.9,65.59,44.3,15.61,2.68,59.71,56.9,61.67,23679.0,0.7499532076648302,49.497841659409076,50.502158340590924,1,54.42611890488878,45.57388109511122,8.85
EL PEÑOL,NARIÑO,52254.0,43.0,80.59,13.42,62.17,26.04,5.72,18.36,57.94,8405.0,0.6465291366601976,47.42936023931642,52.57063976068358,1,52.69060876761718,47.30939123238282,5.38
EL TAMBO,NARIÑO,19256.0,46.0,96.19,97.02,62.07,8.12,14.54,23.64,63.02,63714.0,0.7425567242595811,49.34991199130409,50.65008800869591,1,55.018624027222394,44.981375972777606,10.04
FUNES,NARIÑO,52287.0,41.1,55.32,14.02,83.99,47.03,33.25,12.81,63.39,7493.0,0.5071672121305388,44.64212174872324,55.35787825127676,0,51.13609647462832,48.86390352537168,2.27
GUACHUCAL,NARIÑO,52317.0,30.4,83.78,20.67,90.7,39.4,16.58,12.58,62.92,20707.0,0.5938818407546275,46.37641432120502,53.62358567879498,0,52.901866214843345,47.098133785156655,5.8
GUAITARILLA,NARIÑO,52320.0,33.6,60.34,17.64,96.65,40.52,12.64,13.64,60.72,10933.0,0.4917588535230162,44.33395457657279,55.66604542342721,0,50.82041854734127,49.17958145265873,1.64
GUALMATAN,NARIÑO,52323.0,30.9,56.23,14.2,90.23,60.97,19.58,10.82,61.77,8023.0,0.45601280390169896,43.61903358414645,56.38096641585355,0,50.00316703284781,49.99683296715219,0.01
ILES,NARIÑO,52352.0,43.6,70.85,26.18,85.4,26.26,31.85,24.37,80.16,7139.0,0.600102317750555,46.50082386112357,53.49917613887643,1,53.893594329101475,46.106405670898525,7.79
IMUES,NARIÑO,52354.0,40.2,85.63,0.0,74.31,44.62,15.53,13.75,69.37,7703.0,0.6569340098529692,47.637457703171854,52.362542296828146,1,53.70953391843946,46.29046608156054,7.42
IPIALES,NARIÑO,52356.0,23.4,32.38,41.4,84.69,71.71,7.43,16.23,68.47,127912.0,0.29326342253210635,40.364045956754595,59.635954043245405,0,46.909586133820255,53.090413866179745,-6.18
LA CRUZ,NARIÑO,52378.0,27.8,55.65,10.72,96.0,50.76,12.88,9.72,63.99,20505.0,0.436094289570625,43.220663297524965,56.779336702475035,0,49.94627891255031,50.05372108744969,-0.11
LA FLORIDA,NARIÑO,52381.0,59.0,78.76,10.08,91.98,27.62,37.11,30.55,62.08,9485.0,0.7247168952046008,48.99311541020448,51.00688458979552,1,55.160747588328306,44.839252411671694,10.32
LA LLANADA,NARIÑO,52385.0,33.6,49.91,15.44,73.19,56.57,15.41,22.61,61.35,6249.0,0.43852827273297834,43.269342960772036,56.730657039227964,0,49.20203976455924,50.79796023544076,-1.6
LA TOLA,NARIÑO,52390.0,73.9,59.67,66.95,0.54,0.34,99.58,65.51,63.58,8598.0,0.7087989580162195,48.674756666436856,51.325243333563144,1,54.38501477503303,45.61498522496697,8.77
LA UNION,NARIÑO,52399.0,48.6,58.63,31.47,48.88,41.14,13.81,20.78,71.1,39575.0,0.5650885849260782,45.80054920463403,54.19945079536597,1,51.31325133494076,48.68674866505924,2.63
LEIVA,NARIÑO,52405.0,55.3,67.26,62.64,52.6,34.03,23.24,27.7,63.52,9214.0,0.6457847588318578,47.414472682749626,52.585527317250374,1,52.628613187274944,47.371386812725056,5.26
LINARES,NARIÑO,52411.0,32.9,77.06,29.94,92.64,34.59,7.55,15.07,61.27,9627.0,0.573261776424659,45.96401303460565,54.03598696539435,0,52.27250723623666,47.72749276376334,4.55
MOSQUERA,NARIÑO,25473.0,9.6,1.0,4.95,98.61,98.67,3.36,5.95,81.69,258239.0,0.057620014522375335,35.65117779655998,64.34882220344002,0,43.33624682303461,56.66375317696539,-13.33
OLAYA HERRERA,NARIÑO,52490.0,75.9,55.21,59.45,7.96,2.12,81.64,73.07,66.22,29465.0,0.6969778070319834,48.438333646752135,51.561666353247865,1,53.96072524829849,46.03927475170151,7.92
NARIÑO,NARIÑO,25483.0,27.8,21.01,75.7,76.47,69.15,8.23,14.34,64.42,2484.0,0.2593054766687163,39.684887039486796,60.315112960513204,0,45.842053755295,54.157946244705,-8.32
OSPINA,NARIÑO,52506.0,28.9,70.55,0.0,96.04,38.87,13.08,15.53,63.54,6683.0,0.5181554818839956,44.86188714379238,55.13811285620762,0,51.61370211397484,48.38629788602516,3.23
POLICARPA,NARIÑO,52540.0,38.7,72.08,163.48,79.87,55.38,14.68,16.26,65.67,9324.0,0.5795744979763152,46.090267465638775,53.909732534361225,1,51.91891378567966,48.08108621432034,3.84
POTOSI,NARIÑO,52560.0,27.5,78.09,9.93,98.32,26.53,9.67,12.48,61.19,9793.0,0.5489780062623556,45.47833763135958,54.52166236864042,0,52.26352856777143,47.73647143222857,4.53
PROVIDENCIA,NARIÑO,52565.0,55.3,71.83,17.99,71.81,26.5,34.91,17.64,60.14,5246.0,0.6691082251991132,47.88094201009473,52.11905798990527,1,53.70302895961505,46.29697104038495,7.41
PUERRES,NARIÑO,52573.0,32.7,57.17,11.96,88.61,57.79,14.81,13.31,66.26,7683.0,0.47065701799036863,43.91191786591984,56.08808213408016,0,50.35286738690381,49.64713261309619,0.71
PUPIALES,NARIÑO,52585.0,32.2,62.66,17.41,88.02,40.52,11.53,14.93,66.43,15504.0,0.4959405694906381,44.41758889592523,55.58241110407477,0,51.01274544577556,48.98725455422444,2.03
RICAURTE,NARIÑO,25612.0,17.5,33.03,12.98,95.41,55.01,6.47,11.03,79.57,18142.0,0.26430505341585164,39.7848785744295,60.2151214255705,0,47.55301219501787,52.44698780498213,-4.89
SAMANIEGO,NARIÑO,52678.0,47.7,64.35,108.05,72.96,34.35,11.91,32.64,69.06,27758.0,0.5893577813419864,46.285933132952195,53.714066867047805,1,52.15852285797673,47.84147714202327,4.32
SANDONA,NARIÑO,52683.0,28.9,47.19,30.32,97.84,60.13,12.95,15.46,64.33,19701.0,0.39893531244437125,42.477483754999895,57.522516245000105,0,49.11489664870413,50.88510335129587,-1.77
SAN BERNARDO,NARIÑO,25649.0,34.8,46.01,10.71,67.64,46.0,5.45,10.83,63.24,8316.0,0.42518877189440163,43.0025529440005,56.9974470559995,0,48.85514031664233,51.14485968335767,-2.29
SAN LORENZO,NARIÑO,52687.0,55.3,87.38,16.29,57.47,23.54,46.48,17.13,63.97,17980.0,0.7484692540855069,49.468162587822604,50.531837412177396,1,55.379573011813996,44.620426988186004,10.76
SAN PEDRO DE CARTAGO,NARIÑO,52694.0,54.6,87.21,0.0,31.01,12.64,8.93,23.58,63.82,6262.0,0.7437723198880378,49.37422390387322,50.62577609612678,1,54.12249870303933,45.87750129696067,8.24
SAN PABLO,NARIÑO,13670.0,54.0,18.85,91.6,75.14,50.89,32.87,59.56,55.81,28837.0,0.3916077332653746,42.33093217141996,57.66906782858004,0,47.89782419645771,52.10217580354229,-4.2
SAPUYES,NARIÑO,52720.0,43.0,79.7,13.83,89.48,42.99,40.0,19.95,65.2,6885.0,0.6419869298621982,47.33851610335643,52.66148389664357,0,53.99876328161429,46.00123671838571,8.0
TAMINANGO,NARIÑO,52786.0,36.1,76.59,22.35,78.83,45.7,12.66,16.69,65.49,18504.0,0.5883685534065826,46.26614857424412,53.73385142575588,1,52.34319435260291,47.65680564739709,4.69
TANGUA,NARIÑO,52788.0,46.0,78.2,15.01,87.9,31.99,19.99,21.98,67.73,15211.0,0.6507429037022676,47.51363558015782,52.48636441984218,1,53.89088548576398,46.10911451423602,7.78
